data,ghi_real_normalizado,ghi_previsto_climatologia_normalizado,ghi_real_wm2,ghi_previsto_climatologia_wm2
2024-01-31,0.04172032714655096,0.08370708947349638,93.5994623655914,105.14314516129032
2024-02-29,0.21073952308344332,0.27714094498748615,140.06896551724137,158.32512315270935
2024-03-31,0.4021753495474757,0.45608203074776044,192.7016129032258,207.5225134408602
2024-04-30,0.7140953336037337,0.7297618444289055,278.4597222222222,282.76701388888887
2024-05-31,0.933593760821383,0.8397987998846913,338.80779569892474,313.02016129032256
2024-06-30,0.9803691862743675,0.9362453204775234,351.66805555555555,339.53680555555553
2024-07-31,0.9012793288505954,0.936836203636001,329.9233870967742,339.6992607526882
2024-08-31,0.8034071763460314,0.7488527398906589,303.0147849462366,288.0157930107527
2024-09-30,0.6018824501020682,0.5866680642970828,247.60833333333332,243.42534722222223
2024-10-31,0.3482332251351201,0.3656651745753373,177.8709677419355,182.66364247311827
2024-11-30,0.12708045543957158,0.1551614605341056,117.06805555555555,124.78854166666667
2024-12-31,0.047063696911160725,0.03520488702415046,95.06854838709677,91.80813172043011
