data,ghi_real_normalizado,ghi_previsto_persistencia_normalizado,ghi_real_wm2,ghi_previsto_persistencia_wm2
2024-01-31,0.04172032714655096,0.033678384545651446,93.5994623655914,91.38844086021506
2024-02-29,0.21073952308344332,0.04172032714655096,140.06896551724137,93.5994623655914
2024-03-31,0.4021753495474757,0.21073952308344332,192.7016129032258,140.06896551724137
2024-04-30,0.7140953336037337,0.4021753495474757,278.4597222222222,192.7016129032258
2024-05-31,0.933593760821383,0.7140953336037337,338.80779569892474,278.4597222222222
2024-06-30,0.9803691862743675,0.933593760821383,351.66805555555555,338.80779569892474
2024-07-31,0.9012793288505954,0.9803691862743675,329.9233870967742,351.66805555555555
2024-08-31,0.8034071763460314,0.9012793288505954,303.0147849462366,329.9233870967742
2024-09-30,0.6018824501020682,0.8034071763460314,247.60833333333332,303.0147849462366
2024-10-31,0.3482332251351201,0.6018824501020682,177.8709677419355,247.60833333333332
2024-11-30,0.12708045543957158,0.3482332251351201,117.06805555555555,177.8709677419355
2024-12-31,0.047063696911160725,0.12708045543957158,95.06854838709677,117.06805555555555
