data,ghi_real_normalizado,ghi_previsto_lstm_normalizado,ghi_real_wm2,ghi_previsto_lstm_wm2
2024-01-31,0.04172032714655096,0.4899437,93.5994623655914,216.83231721245767
2024-02-29,0.21073952308344332,0.4893528,140.06896551724137,216.66985176300037
2024-03-31,0.4021753495474757,0.49144125,192.7016129032258,217.24404438462736
2024-04-30,0.7140953336037337,0.4947314,278.4597222222222,218.14862493509327
2024-05-31,0.933593760821383,0.49915788,338.80779569892474,219.36562454559336
2024-06-30,0.9803691862743675,0.50288254,351.66805555555555,220.38966980521238
2024-07-31,0.9012793288505954,0.5049119,329.9233870967742,220.94761424314592
2024-08-31,0.8034071763460314,0.505122,303.0147849462366,221.00538010045247
2024-09-30,0.6018824501020682,0.5040391,247.60833333333332,220.70765241377296
2024-10-31,0.3482332251351201,0.5014115,177.8709677419355,219.98522686668034
2024-11-30,0.12708045543957158,0.49720612,117.06805555555555,218.82901660303943
2024-12-31,0.047063696911160725,0.49253944,95.06854838709677,217.5459754592215
