data,ghi_real_normalizado,ghi_previsto_rnn_normalizado,ghi_real_wm2,ghi_previsto_rnn_wm2
2024-01-31,0.047244094488188976,0.12482941,90.82392473118279,111.53971355045246
2024-02-29,0.18110236220472442,0.24261782,126.60632183908045,144.4000871957884
2024-03-31,0.4015748031496063,0.4007494,189.37231182795696,188.51531650972782
2024-04-30,0.6850393700787402,0.6747238,268.85,264.9481523641095
2024-05-31,0.905511811023622,0.85970306,329.3817204301075,316.55329668291154
2024-06-30,0.984251968503937,0.9069456,351.7125,329.7329211369584
2024-07-31,0.9448818897637795,0.8953158,339.43817204301075,326.4884738568096
2024-08-31,0.8031496062992126,0.8160446,300.78629032258067,304.373553629078
2024-09-30,0.6220472440944882,0.64890087,249.20416666666668,257.7441208631494
2024-10-31,0.4094488188976378,0.38686734,190.11021505376343,184.64253245703475
2024-11-30,0.15748031496062992,0.17426789,119.65277777777779,125.33196095350502
2024-12-31,0.05511811023622047,0.07970369,91.68279569892472,98.95062955053369
