data,ghi_real,ghi_real_normalizado,ghi_real_wm2,ghi_previsto_xgboost_normalizado,ghi_previsto_xgboost_wm2,ghi_previsto_mlp_normalizado,ghi_previsto_mlp_wm2,ghi_previsto_rnn_normalizado,ghi_previsto_rnn_wm2,ghi_previsto_lstm_normalizado,ghi_previsto_lstm_wm2
2024-01-31,0.047244094488188976,0.047244094488188976,90.82392473118279,0.090724014,102.02505783280023,0.11841652488590217,109.75065925527605,0.12482941,111.53971355045246,0.12981957,112.93185854566727
2024-02-29,0.18110236220472442,0.18110236220472442,126.60632183908045,0.3026278,161.1415532228874,0.2271688716137925,140.09017163562612,0.24261782,144.4000871957884,0.16395317,122.45438156782924
2024-03-31,0.4015748031496063,0.4015748031496063,189.37231182795696,0.43143255,197.07524312726326,0.3844165448981287,183.95881331494954,0.4007494,188.51531650972782,0.28771585,156.98144731101542
2024-04-30,0.6850393700787402,0.6850393700787402,268.85,0.6686038,263.24079970857895,0.592506864382201,242.0114348368988,0.6747238,264.9481523641095,0.6165968,248.7320019521647
2024-05-31,0.905511811023622,0.905511811023622,329.3817204301075,0.8589218,316.33534844468835,0.8530581582570848,314.6995141664639,0.85970306,316.55329668291154,0.8467961,312.95253637547614
2024-06-30,0.984251968503937,0.984251968503937,351.7125,0.974473,348.571583984616,0.9987561979869366,355.3460621553261,0.9069456,329.7329211369584,0.88025,322.2854334556501
2024-07-31,0.9448818897637795,0.9448818897637795,339.43817204301075,0.95365214,342.7630231558101,1.0,355.69305555555553,0.8953158,326.4884738568096,0.87737346,321.48294761017445
2024-08-31,0.8031496062992126,0.8031496062992126,300.78629032258067,0.87835836,321.7577150389071,0.8678441848003469,318.82449030594836,0.8160446,304.373553629078,0.7388471,282.8371349049538
2024-09-30,0.6220472440944882,0.6220472440944882,249.20416666666668,0.58308893,239.38403955545527,0.6527422977320854,258.8157956699316,0.64890087,257.7441208631494,0.5501732,230.20128016071027
2024-10-31,0.4094488188976378,0.4094488188976378,190.11021505376343,0.4031673,189.189863563345,0.38572093897330356,184.3227105675913,0.38686734,184.64253245703475,0.38661274,184.57150431180165
2024-11-30,0.15748031496062992,0.15748031496062992,119.65277777777779,0.19056517,129.8785437825039,0.18737004322358225,128.987174017658,0.17426789,125.33196095350502,0.26794353,151.4654047116063
2024-12-31,0.05511811023622047,0.05511811023622047,91.68279569892472,0.040232595,87.93906273915745,0.07971579229009747,98.95400620780751,0.07970369,98.95062955053369,0.15880679,121.01865357632371
