data,ghi_real_wm2,ghi_previsto_normalizado,ghi_previsto_wm2
2024-01-31,128.3319892473118,0.2033075,141.50282019981614
2024-02-29,153.75574712643677,0.27569696,155.46717679300295
2024-03-31,187.87231182795696,0.39715415,178.89698690832944
2024-04-30,263.20138888888886,0.5293959,204.4071979133352
2024-05-31,257.39381720430106,0.54255074,206.94484903655385
2024-06-30,283.19305555555553,0.64072424,225.88309761032622
2024-07-31,245.24059139784944,0.6762063,232.7277947002521
2024-08-31,234.99193548387098,0.6131909,220.57175110552902
2024-09-30,181.27916666666667,0.52451384,203.4654239803873
2024-10-31,191.76209677419354,0.3566113,171.07603311811084
2024-11-30,128.38888888888889,0.25817278,152.08665829392208
2024-12-31,124.73924731182795,0.20710176,142.23475689256702
