tarefa,resolucao,particao,modelo,tipo_estimativa,semente,localidade,tipo_horizonte,horizonte,N_origens,N_pontos,MAE_wm2,RMSE_wm2,nRMSE,R2
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,BMW San Luis Potosi,cumulativo,1,7,7,26.091114589146205,31.023665805513637,0.11082259631940805,0.17855888966196443
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,BMW San Luis Potosi,lead_exato,1,7,7,26.091114589146205,31.023665805513637,0.11082259631940805,0.17855888966196443
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,BMW San Luis Potosi,cumulativo,3,7,21,41.0004395984468,48.588562581331665,0.17067822705639013,-1.9688785837206382
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,BMW San Luis Potosi,lead_exato,3,7,7,53.14109584263393,59.11989236534566,0.20440591798512736,-6.301576182812925
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,BMW San Luis Potosi,cumulativo,6,7,42,59.641708010718936,74.51381007157612,0.274816438252286,-1.7696566806095175
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,BMW San Luis Potosi,lead_exato,6,7,7,88.96902901785714,108.77043999168669,0.4583687408563539,-2.048122605577439
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,BYD Camacari,cumulativo,1,7,7,25.772818429129465,33.23339901578192,0.15292424796109275,0.4158779101280077
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,BYD Camacari,lead_exato,1,7,7,25.772818429129465,33.23339901578192,0.15292424796109275,0.4158779101280077
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,BYD Camacari,cumulativo,3,7,21,44.20106433686756,52.250653764421024,0.24822700801738756,-0.9367958598318151
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,BYD Camacari,lead_exato,3,7,7,61.36038425990513,68.63546260121088,0.3350527412346064,-4.413509551496765
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,BYD Camacari,cumulativo,6,7,42,61.936187380836124,72.99198472536612,0.33352169224759926,-1.8474461388219239
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,BYD Camacari,lead_exato,6,7,7,81.4649636404855,87.6524485909596,0.3612508701485633,-3.045606430941347
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Ford Rouge Electric Vehicle Center,cumulativo,1,7,7,34.91033499581473,45.408734988454896,0.2537109430813698,0.6751904256516503
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Ford Rouge Electric Vehicle Center,lead_exato,1,7,7,34.91033499581473,45.408734988454896,0.2537109430813698,0.6751904256516503
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Ford Rouge Electric Vehicle Center,cumulativo,3,7,21,69.74302963983445,82.41007632057165,0.4139194321013177,-0.6169843134028301
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Ford Rouge Electric Vehicle Center,lead_exato,3,7,7,103.81207929338727,110.09815591899068,0.5166250699743002,-4.43154787695376
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Ford Rouge Electric Vehicle Center,cumulativo,6,7,42,107.02854828607468,126.37911553299823,0.6535443573759977,-2.3061525581519597
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Ford Rouge Electric Vehicle Center,lead_exato,6,7,7,151.2997567313058,168.28770668675332,1.0442881740973173,-3.178673611608345
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,GM Factory Zero,cumulativo,1,7,7,36.08236912318638,46.17072958150509,0.25680198888765415,0.6657580593085954
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,GM Factory Zero,lead_exato,1,7,7,36.08236912318638,46.17072958150509,0.25680198888765415,0.6657580593085954
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,GM Factory Zero,cumulativo,3,7,21,71.15923926943825,83.33142241909104,0.4172289929911196,-0.6560267414059293
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,GM Factory Zero,lead_exato,3,7,7,104.9061998639788,111.03839683480248,0.5194339555594697,-4.617977424029902
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,GM Factory Zero,cumulativo,6,7,42,107.80183864775158,127.09885734669348,0.6560043226109777,-2.3428907999731
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,GM Factory Zero,lead_exato,6,7,7,151.38807133265905,168.62360214316263,1.0472362850126908,-3.2374918072681984
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Hyundai Metaplant Georgia,cumulativo,1,7,7,26.72391074044364,30.24308607483639,0.144148217372025,0.6200560333706261
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Hyundai Metaplant Georgia,lead_exato,1,7,7,26.72391074044364,30.24308607483639,0.144148217372025,0.6200560333706261
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Hyundai Metaplant Georgia,cumulativo,3,7,21,43.651278904506135,51.98198996172751,0.23153176548395255,-0.8323916081485678
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Hyundai Metaplant Georgia,lead_exato,3,7,7,60.53905487060547,68.00730603020686,0.2880540835937229,-9.061114372390687
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Hyundai Metaplant Georgia,cumulativo,6,7,42,64.08147775559198,77.79562270338113,0.35220669204576077,-2.2129599054121383
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Hyundai Metaplant Georgia,lead_exato,6,7,7,99.90760803222656,111.02845236873532,0.5521208381098255,-2.5081855183240087
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Lucid AMP 1 Casa Grande,cumulativo,1,7,7,38.334983825683594,45.63610188932513,0.16774996979778783,0.6823838539283247
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Lucid AMP 1 Casa Grande,lead_exato,1,7,7,38.334983825683594,45.63610188932513,0.16774996979778783,0.6823838539283247
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Lucid AMP 1 Casa Grande,cumulativo,3,7,21,74.26708512079148,89.22031335422041,0.30888600802114546,-0.8542554617594311
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Lucid AMP 1 Casa Grande,lead_exato,3,7,7,107.70598384312221,120.11165486582998,0.39713730479279996,-5.772825339384432
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Lucid AMP 1 Casa Grande,cumulativo,6,7,42,109.08978816441127,128.24226260594594,0.4527875656758165,-2.676064181525605
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Lucid AMP 1 Casa Grande,lead_exato,6,7,7,151.05660683768136,166.97945348122926,0.6674794836958211,-3.7339544695937956
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Rivian Normal,cumulativo,1,7,7,34.55303682599749,45.83645219280512,0.23536553743260571,0.7223806376693442
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Rivian Normal,lead_exato,1,7,7,34.55303682599749,45.83645219280512,0.23536553743260571,0.7223806376693442
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Rivian Normal,cumulativo,3,7,21,72.19294139317104,86.71557233204513,0.40186678768902545,-0.5010168183104884
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Rivian Normal,lead_exato,3,7,7,107.40228489467076,117.02799176611396,0.5055536957100033,-4.208751443167458
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Rivian Normal,cumulativo,6,7,42,111.21702112470355,131.46339342596684,0.6182394945493773,-2.361661919262906
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Rivian Normal,lead_exato,6,7,7,160.83838217599052,175.20199320692151,0.9523682853597292,-3.3870498781267537
monthly_6,mensal,validacao_2023,Persistencia,deterministica,,Tesla Fremont Factory,cumulativo,1,7,7,39.18005807059152,49.93085313115106,0.2104866522983616,0.6889077486349364
