tarefa,resolucao,tipo_horizonte,horizonte,metrica,N_localidades,diferenca_media,diferenca_mediana,vitorias_timesnet,inferencia
monthly_6,mensal,cumulativo,1,MAE_wm2,10,-0.00484505850426249,0.05069610614549713,5,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
monthly_6,mensal,cumulativo,1,R2,10,-0.01032864047411739,-0.007843971911892345,4,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
monthly_6,mensal,cumulativo,1,RMSE_wm2,10,0.7476514837373923,1.1873310780723862,4,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
monthly_6,mensal,cumulativo,1,nRMSE,10,0.002656686044423582,0.004531011008760626,4,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
monthly_6,mensal,cumulativo,3,MAE_wm2,10,0.23344558268193563,0.11904576032089853,4,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
monthly_6,mensal,cumulativo,3,R2,10,-0.009759058238348817,-0.003181475368834341,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
monthly_6,mensal,cumulativo,3,RMSE_wm2,10,0.8633862954636428,0.33466400746829805,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
monthly_6,mensal,cumulativo,3,nRMSE,10,0.0030602925927530377,0.0013145491956513856,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
monthly_6,mensal,cumulativo,6,MAE_wm2,10,0.1410217335957915,0.8527814195880126,3,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
monthly_6,mensal,cumulativo,6,R2,10,-0.004693949476885451,-0.008151199422480382,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
monthly_6,mensal,cumulativo,6,RMSE_wm2,10,0.7902177303685185,1.0736653694840061,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
monthly_6,mensal,cumulativo,6,nRMSE,10,0.0030171202297833975,0.004836001383689885,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
monthly_6,mensal,lead_exato,1,MAE_wm2,10,-0.00484505850426249,0.05069610614549713,5,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
monthly_6,mensal,lead_exato,1,R2,10,-0.01032864047411739,-0.007843971911892345,4,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
monthly_6,mensal,lead_exato,1,RMSE_wm2,10,0.7476514837373923,1.1873310780723862,4,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
monthly_6,mensal,lead_exato,1,nRMSE,10,0.002656686044423582,0.004531011008760626,4,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
monthly_6,mensal,lead_exato,3,MAE_wm2,10,0.530009528248377,1.4259334759693942,3,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
monthly_6,mensal,lead_exato,3,R2,10,-0.00524276178450237,-0.02689384942624884,3,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
monthly_6,mensal,lead_exato,3,RMSE_wm2,10,0.68256184262665,0.8308378637757201,3,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
monthly_6,mensal,lead_exato,3,nRMSE,10,0.001874997703010782,0.00285378435209388,3,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
monthly_6,mensal,lead_exato,6,MAE_wm2,10,-0.1918998718499056,0.07476375640032362,5,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
monthly_6,mensal,lead_exato,6,R2,10,-0.004301339870372045,-0.00017557292717435002,4,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
monthly_6,mensal,lead_exato,6,RMSE_wm2,10,0.22772723121620775,0.07756550571701304,4,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
monthly_6,mensal,lead_exato,6,nRMSE,10,0.0014807280275292065,0.00033334484537727443,4,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
