tarefa,fase,modelo,semente,epoca,mse_treino_normalizado,mse_validacao_normalizado
monthly_6,selecao_epocas,LSTM,11,1,0.4024065846397031,0.43766773995899017
monthly_6,selecao_epocas,LSTM,11,2,0.32754103829783776,0.3440890493847075
monthly_6,selecao_epocas,LSTM,11,3,0.23774880468845366,0.21011479922703336
monthly_6,selecao_epocas,LSTM,11,4,0.1406994959039073,0.1102380253019787
monthly_6,selecao_epocas,LSTM,11,5,0.11856003379629504,0.11394413312276204
monthly_6,selecao_epocas,LSTM,11,6,0.1088863758310195,0.11783459300086611
monthly_6,selecao_epocas,LSTM,11,7,0.10327551312023593,0.0987311771937779
monthly_6,selecao_epocas,LSTM,11,8,0.0993417568264469,0.09787099702017647
monthly_6,selecao_epocas,LSTM,11,9,0.09571658622833991,0.09403827928361438
monthly_6,selecao_epocas,LSTM,11,10,0.09316015354087276,0.0901749951498849
monthly_6,selecao_epocas,LSTM,11,11,0.09092228950992708,0.09199812128430321
monthly_6,selecao_epocas,LSTM,11,12,0.08755050373654212,0.08334596895036243
monthly_6,selecao_epocas,LSTM,11,13,0.08416011621875148,0.08499599468140374
monthly_6,selecao_epocas,LSTM,11,14,0.0808794932019326,0.07778903416224889
monthly_6,selecao_epocas,LSTM,11,15,0.07700681441253232,0.07815458547501337
monthly_6,selecao_epocas,LSTM,11,16,0.0719467148665459,0.06597883474259149
monthly_6,selecao_epocas,LSTM,11,17,0.06458055713484365,0.06315157924379622
monthly_6,selecao_epocas,LSTM,11,18,0.05613001969552809,0.05011719067891439
monthly_6,selecao_epocas,LSTM,11,19,0.04152290708115024,0.03265345096588135
monthly_6,selecao_epocas,LSTM,11,20,0.025748170912265778,0.020421933560144333
monthly_6,selecao_epocas,LSTM,11,21,0.018485443546406684,0.015178003481456212
monthly_6,selecao_epocas,LSTM,11,22,0.015280463053814827,0.01253413458665212
monthly_6,selecao_epocas,LSTM,11,23,0.013558359101655022,0.012410091644241696
monthly_6,selecao_epocas,LSTM,11,24,0.012919748069778565,0.011479043676739646
monthly_6,selecao_epocas,LSTM,11,25,0.012579677974985493,0.011255644190879096
monthly_6,selecao_epocas,LSTM,11,26,0.012261755331870048,0.011590499182542164
monthly_6,selecao_epocas,LSTM,11,27,0.01193909115728832,0.01097663782891773
monthly_6,selecao_epocas,LSTM,11,28,0.01190494350608318,0.010594637124311357
monthly_6,selecao_epocas,LSTM,11,29,0.01153232720830748,0.01081636668670745
monthly_6,selecao_epocas,LSTM,11,30,0.011239456499536192,0.010588052372137705
monthly_6,selecao_epocas,LSTM,11,31,0.01111443014515023,0.01059753383908953
monthly_6,selecao_epocas,LSTM,11,32,0.011012953075189744,0.010294506592409951
monthly_6,selecao_epocas,LSTM,11,33,0.010866922867153921,0.010680322278113592
monthly_6,selecao_epocas,LSTM,11,34,0.01089995026948952,0.01049676700716927
monthly_6,selecao_epocas,LSTM,11,35,0.010743715719229751,0.010349138719694955
monthly_6,selecao_epocas,LSTM,11,36,0.010659163084722334,0.010028225254444849
monthly_6,selecao_epocas,LSTM,11,37,0.010684170381676766,0.010586825438908168
monthly_6,selecao_epocas,LSTM,11,38,0.010523008356892294,0.010273206517809913
monthly_6,selecao_epocas,LSTM,11,39,0.010523806097767045,0.010275030561855861
monthly_6,selecao_epocas,LSTM,11,40,0.010415386793113523,0.010143386040415084
monthly_6,selecao_epocas,LSTM,11,41,0.010455852530656323,0.009847198213849748
monthly_6,selecao_epocas,LSTM,11,42,0.01029716118449165,0.010084397594134013
monthly_6,selecao_epocas,LSTM,11,43,0.010341461720846353,0.010719157826332818
monthly_6,selecao_epocas,LSTM,11,44,0.010484371130024234,0.010256403542700267
monthly_6,selecao_epocas,LSTM,11,45,0.01009014293911957,0.009752235880919865
monthly_6,selecao_epocas,LSTM,11,46,0.010210550384175393,0.010217260888644627
monthly_6,selecao_epocas,LSTM,11,47,0.010257336419195897,0.010646682339055198
