data_local,localidade,latitude_fabrica,longitude_fabrica,precipitacao_corrigida_mm_dia,nebulosidade_percentual,irradiacao_all_sky_kwh_m2_dia,irradiacao_clear_sky_kwh_m2_dia,indice_all_sky_clear_sky,chuva_relevante,muito_nublado,condicao_adversa_independente,fonte_contexto,time_standard
2024-07-24,BYD Camacari,-12.6733774,-38.2812339,3.63,78.2,3.4517,5.8877,0.586256093211271,True,False,True,NASA POWER Daily API,LST
2024-07-25,BYD Camacari,-12.6733774,-38.2812339,8.65,69.38,3.4164,5.755,0.593640312771503,True,False,True,NASA POWER Daily API,LST
2024-07-26,BYD Camacari,-12.6733774,-38.2812339,0.99,46.82,4.7568,5.8306,0.8158337049360272,False,False,False,NASA POWER Daily API,LST
2024-07-27,BYD Camacari,-12.6733774,-38.2812339,0.51,60.7,5.082,5.8332,0.8712199135980251,False,False,False,NASA POWER Daily API,LST
2024-07-28,BYD Camacari,-12.6733774,-38.2812339,3.35,64.56,3.739,5.7214,0.6535113783339742,True,False,True,NASA POWER Daily API,LST
2024-07-29,BYD Camacari,-12.6733774,-38.2812339,0.56,21.24,4.8646,5.6465,0.8615248383954663,False,False,False,NASA POWER Daily API,LST
2024-07-30,BYD Camacari,-12.6733774,-38.2812339,0.58,42.09,4.1395,5.6342,0.7347094529835647,False,False,False,NASA POWER Daily API,LST
2024-07-31,BYD Camacari,-12.6733774,-38.2812339,0.41,17.31,5.0208,5.8322,0.8608758273035905,False,False,False,NASA POWER Daily API,LST
2024-08-01,BYD Camacari,-12.6733774,-38.2812339,1.6,30.67,4.7654,5.8613,0.8130278265913704,True,False,True,NASA POWER Daily API,LST
2024-08-02,BYD Camacari,-12.6733774,-38.2812339,2.25,28.28,5.2126,6.0382,0.8632705110794608,True,False,True,NASA POWER Daily API,LST
2024-08-03,BYD Camacari,-12.6733774,-38.2812339,1.29,24.61,4.8914,6.0084,0.8140936022901272,True,False,True,NASA POWER Daily API,LST
2024-08-04,BYD Camacari,-12.6733774,-38.2812339,1.96,21.72,5.3717,6.0977,0.8809387145973072,True,False,True,NASA POWER Daily API,LST
2024-08-05,BYD Camacari,-12.6733774,-38.2812339,3.44,40.86,5.045,6.0139,0.8388899050532933,True,False,True,NASA POWER Daily API,LST
2024-08-06,BYD Camacari,-12.6733774,-38.2812339,0.31,26.28,5.0878,6.0499,0.8409725780591414,False,False,False,NASA POWER Daily API,LST
2024-08-07,BYD Camacari,-12.6733774,-38.2812339,6.28,44.09,4.7184,5.9894,0.7877917654522991,True,False,True,NASA POWER Daily API,LST
2024-08-08,BYD Camacari,-12.6733774,-38.2812339,5.6,83.73,2.8918,5.7713,0.5010656177984163,True,True,True,NASA POWER Daily API,LST
2024-08-09,BYD Camacari,-12.6733774,-38.2812339,4.71,39.75,4.2518,5.9873,0.7101364554974696,True,False,True,NASA POWER Daily API,LST
2024-08-10,BYD Camacari,-12.6733774,-38.2812339,0.01,12.49,5.867,6.1555,0.9531313459507758,False,False,False,NASA POWER Daily API,LST
2024-08-11,BYD Camacari,-12.6733774,-38.2812339,0.05,21.15,5.2094,6.0614,0.8594384135678226,False,False,False,NASA POWER Daily API,LST
2024-08-12,BYD Camacari,-12.6733774,-38.2812339,0.05,28.48,4.7666,5.9645,0.7991617067650264,False,False,False,NASA POWER Daily API,LST
2024-08-13,BYD Camacari,-12.6733774,-38.2812339,0.33,20.5,5.311,6.0168,0.8826951203297434,False,False,False,NASA POWER Daily API,LST
2024-08-14,BYD Camacari,-12.6733774,-38.2812339,1.5,33.56,4.7362,6.0163,0.7872280305170952,True,False,True,NASA POWER Daily API,LST
2024-08-15,BYD Camacari,-12.6733774,-38.2812339,0.97,53.35,4.279,6.0797,0.7038176225800615,False,False,False,NASA POWER Daily API,LST
2024-08-16,BYD Camacari,-12.6733774,-38.2812339,5.75,40.49,4.7069,6.2263,0.7559706406694184,True,False,True,NASA POWER Daily API,LST
2024-08-17,BYD Camacari,-12.6733774,-38.2812339,9.18,84.92,3.2938,6.1591,0.5347859265152377,True,True,True,NASA POWER Daily API,LST
2024-08-18,BYD Camacari,-12.6733774,-38.2812339,1.5,47.29,5.0314,6.3996,0.7862053878367397,True,False,True,NASA POWER Daily API,LST
2024-08-19,BYD Camacari,-12.6733774,-38.2812339,3.69,54.25,4.8778,6.421,0.7596636038000311,True,False,True,NASA POWER Daily API,LST
2024-08-20,BYD Camacari,-12.6733774,-38.2812339,1.1,43.08,4.1988,6.4164,0.6543856368056854,True,False,True,NASA POWER Daily API,LST
2024-08-21,BYD Camacari,-12.6733774,-38.2812339,0.2,19.16,5.9107,6.4582,0.9152240562385805,False,False,False,NASA POWER Daily API,LST
2024-08-22,BYD Camacari,-12.6733774,-38.2812339,1.22,37.35,4.6812,6.067,0.771583978902258,True,False,True,NASA POWER Daily API,LST
2024-08-23,BYD Camacari,-12.6733774,-38.2812339,0.42,33.36,4.548,6.174,0.7366375121477162,False,False,False,NASA POWER Daily API,LST
2024-08-24,BYD Camacari,-12.6733774,-38.2812339,0.09,22.82,5.2999,6.2203,0.8520328601514396,False,False,False,NASA POWER Daily API,LST
2024-08-25,BYD Camacari,-12.6733774,-38.2812339,0.03,14.82,6.163,6.6257,0.9301658692666436,False,False,False,NASA POWER Daily API,LST
2024-08-26,BYD Camacari,-12.6733774,-38.2812339,0.19,29.53,4.9992,6.486,0.770767807585569,False,False,False,NASA POWER Daily API,LST
2024-08-27,BYD Camacari,-12.6733774,-38.2812339,0.25,30.45,5.0822,6.5892,0.771292417895951,False,False,False,NASA POWER Daily API,LST
2024-08-28,BYD Camacari,-12.6733774,-38.2812339,1.71,53.57,5.2704,6.6456,0.7930660888407368,True,False,True,NASA POWER Daily API,LST
2024-08-29,BYD Camacari,-12.6733774,-38.2812339,10.29,90.06,3.4944,6.4462,0.54208681083429,True,True,True,NASA POWER Daily API,LST
2024-08-30,BYD Camacari,-12.6733774,-38.2812339,7.47,90.76,3.5203,6.5129,0.5405119071381412,True,True,True,NASA POWER Daily API,LST
2024-08-31,BYD Camacari,-12.6733774,-38.2812339,13.03,74.34,3.7668,6.6324,0.5679392075266871,True,False,True,NASA POWER Daily API,LST
2024-09-01,BYD Camacari,-12.6733774,-38.2812339,2.42,36.29,4.8362,6.5868,0.7342260278132021,True,False,True,NASA POWER Daily API,LST
2024-09-02,BYD Camacari,-12.6733774,-38.2812339,1.34,44.72,4.3682,6.3209,0.691072473856571,True,False,True,NASA POWER Daily API,LST
2024-09-03,BYD Camacari,-12.6733774,-38.2812339,0.12,26.15,5.2356,6.6211,0.7907447402999501,False,False,False,NASA POWER Daily API,LST
2024-09-04,BYD Camacari,-12.6733774,-38.2812339,0.09,12.68,5.8462,6.4793,0.9022888274967974,False,False,False,NASA POWER Daily API,LST
2024-09-05,BYD Camacari,-12.6733774,-38.2812339,0.13,30.39,4.9663,6.5998,0.7524924997727205,False,False,False,NASA POWER Daily API,LST
2024-09-06,BYD Camacari,-12.6733774,-38.2812339,0.05,12.75,6.1498,6.8724,0.894854781444619,False,False,False,NASA POWER Daily API,LST
2024-09-07,BYD Camacari,-12.6733774,-38.2812339,0.82,38.76,5.1264,6.659,0.7698453221204385,False,False,False,NASA POWER Daily API,LST
2024-09-08,BYD Camacari,-12.6733774,-38.2812339,0.84,24.46,5.8373,6.8712,0.8495313773431132,False,False,False,NASA POWER Daily API,LST
2024-09-09,BYD Camacari,-12.6733774,-38.2812339,1.3,28.94,5.7655,6.9046,0.8350230281261768,True,False,True,NASA POWER Daily API,LST
2024-09-10,BYD Camacari,-12.6733774,-38.2812339,1.21,49.63,5.1782,6.9578,0.7442294978297739,True,False,True,NASA POWER Daily API,LST
2024-09-11,BYD Camacari,-12.6733774,-38.2812339,1.31,41.62,5.7432,7.105,0.808332160450387,True,False,True,NASA POWER Daily API,LST
2024-09-12,BYD Camacari,-12.6733774,-38.2812339,3.05,49.0,4.5751,6.859,0.6670214316955825,True,False,True,NASA POWER Daily API,LST
2024-09-13,BYD Camacari,-12.6733774,-38.2812339,1.98,48.4,4.6409,6.8134,0.6811430416532128,True,False,True,NASA POWER Daily API,LST
2024-09-14,BYD Camacari,-12.6733774,-38.2812339,0.71,30.99,5.879,7.0574,0.83302632697594,False,False,False,NASA POWER Daily API,LST
2024-09-15,BYD Camacari,-12.6733774,-38.2812339,0.26,24.19,5.7756,6.8292,0.8457213143560006,False,False,False,NASA POWER Daily API,LST
2024-09-16,BYD Camacari,-12.6733774,-38.2812339,0.07,13.93,6.259,7.063,0.8861673509840012,False,False,False,NASA POWER Daily API,LST
2024-09-17,BYD Camacari,-12.6733774,-38.2812339,0.02,17.65,5.982,7.0546,0.8479573611544241,False,False,False,NASA POWER Daily API,LST
2024-09-18,BYD Camacari,-12.6733774,-38.2812339,0.16,28.52,5.5704,7.074,0.7874469889737066,False,False,False,NASA POWER Daily API,LST
2024-09-19,BYD Camacari,-12.6733774,-38.2812339,0.03,15.33,6.2333,7.1158,0.8759802130470221,False,False,False,NASA POWER Daily API,LST
2024-09-20,BYD Camacari,-12.6733774,-38.2812339,0.07,23.53,5.8536,7.0918,0.8254039877041089,False,False,False,NASA POWER Daily API,LST
2024-09-21,BYD Camacari,-12.6733774,-38.2812339,0.05,16.93,6.2782,7.1645,0.8762928327168679,False,False,False,NASA POWER Daily API,LST
2024-09-22,BYD Camacari,-12.6733774,-38.2812339,0.21,33.73,5.7206,7.2358,0.7905967550236325,False,False,False,NASA POWER Daily API,LST
2024-09-23,BYD Camacari,-12.6733774,-38.2812339,1.56,29.72,5.5174,6.9782,0.7906623484566221,True,False,True,NASA POWER Daily API,LST
2024-09-24,BYD Camacari,-12.6733774,-38.2812339,0.62,72.83,4.4599,6.9826,0.6387162375046544,False,False,False,NASA POWER Daily API,LST
2024-09-25,BYD Camacari,-12.6733774,-38.2812339,0.98,68.07,5.3671,7.0543,0.760826729796011,False,False,False,NASA POWER Daily API,LST
2024-09-26,BYD Camacari,-12.6733774,-38.2812339,0.59,41.3,5.3261,7.1143,0.7486470910700983,False,False,False,NASA POWER Daily API,LST
2024-09-27,BYD Camacari,-12.6733774,-38.2812339,0.25,59.83,4.8022,7.2322,0.6640026547938387,False,False,False,NASA POWER Daily API,LST
2024-09-28,BYD Camacari,-12.6733774,-38.2812339,0.22,28.11,5.5351,7.1537,0.7737394634944155,False,False,False,NASA POWER Daily API,LST
2024-09-29,BYD Camacari,-12.6733774,-38.2812339,2.65,71.99,4.2833,7.2175,0.593460339452719,True,False,True,NASA POWER Daily API,LST
2024-09-30,BYD Camacari,-12.6733774,-38.2812339,0.43,24.34,6.5222,7.3567,0.8865659874672067,False,False,False,NASA POWER Daily API,LST
2024-10-01,BYD Camacari,-12.6733774,-38.2812339,1.09,37.54,6.1166,7.4611,0.8197986892013241,True,False,True,NASA POWER Daily API,LST
2024-10-02,BYD Camacari,-12.6733774,-38.2812339,0.21,22.43,6.6626,7.5348,0.8842437755481235,False,False,False,NASA POWER Daily API,LST
2024-10-03,BYD Camacari,-12.6733774,-38.2812339,0.07,33.17,6.173,7.332,0.8419258046917621,False,False,False,NASA POWER Daily API,LST
2024-10-04,BYD Camacari,-12.6733774,-38.2812339,0.15,26.32,6.0302,7.3188,0.8239328851724326,False,False,False,NASA POWER Daily API,LST
2024-10-05,BYD Camacari,-12.6733774,-38.2812339,0.11,23.41,5.9998,6.8818,0.8718358568979045,False,False,False,NASA POWER Daily API,LST
2024-10-06,BYD Camacari,-12.6733774,-38.2812339,0.0,35.14,6.1169,7.0123,0.8723100837100524,False,False,False,NASA POWER Daily API,LST
2024-10-07,BYD Camacari,-12.6733774,-38.2812339,0.0,23.42,6.7135,7.5067,0.8943343946074839,False,False,False,NASA POWER Daily API,LST
2024-10-08,BYD Camacari,-12.6733774,-38.2812339,0.0,12.81,7.3723,7.639,0.9650870532792251,False,False,False,NASA POWER Daily API,LST
2024-10-09,BYD Camacari,-12.6733774,-38.2812339,0.01,38.01,6.4138,7.3106,0.8773288102207754,False,False,False,NASA POWER Daily API,LST
2024-10-10,BYD Camacari,-12.6733774,-38.2812339,0.04,57.34,5.5613,6.9874,0.7959040558719982,False,False,False,NASA POWER Daily API,LST
2024-10-11,BYD Camacari,-12.6733774,-38.2812339,0.02,25.06,6.0226,6.7877,0.8872814060727492,False,False,False,NASA POWER Daily API,LST
2024-10-12,BYD Camacari,-12.6733774,-38.2812339,0.01,25.89,6.2657,6.8662,0.9125425999825231,False,False,False,NASA POWER Daily API,LST
2024-10-13,BYD Camacari,-12.6733774,-38.2812339,0.03,26.79,6.3156,7.097,0.889897139636466,False,False,False,NASA POWER Daily API,LST
2024-10-14,BYD Camacari,-12.6733774,-38.2812339,1.63,68.09,4.2682,7.1446,0.5974022338549394,True,False,True,NASA POWER Daily API,LST
2024-10-15,BYD Camacari,-12.6733774,-38.2812339,4.36,77.34,4.7818,7.3322,0.6521644254111998,True,False,True,NASA POWER Daily API,LST
2024-10-16,BYD Camacari,-12.6733774,-38.2812339,0.16,51.98,6.001,7.3102,0.8209077727011573,False,False,False,NASA POWER Daily API,LST
2024-10-17,BYD Camacari,-12.6733774,-38.2812339,0.29,87.89,4.8228,7.1182,0.6775308364474165,False,True,True,NASA POWER Daily API,LST
2024-10-18,BYD Camacari,-12.6733774,-38.2812339,0.69,82.47,4.1688,7.0303,0.5929761176621197,False,True,True,NASA POWER Daily API,LST
2024-10-19,BYD Camacari,-12.6733774,-38.2812339,0.33,70.35,4.3277,7.2242,0.5990559508319261,False,False,False,NASA POWER Daily API,LST
2024-10-20,BYD Camacari,-12.6733774,-38.2812339,0.17,51.85,4.9022,7.3474,0.6672020034297846,False,False,False,NASA POWER Daily API,LST
2024-10-21,BYD Camacari,-12.6733774,-38.2812339,0.3,36.58,6.7025,7.4666,0.8976642648595077,False,False,False,NASA POWER Daily API,LST
2024-10-22,BYD Camacari,-12.6733774,-38.2812339,0.13,29.52,6.6346,7.6286,0.869700862543586,False,False,False,NASA POWER Daily API,LST
2024-10-23,BYD Camacari,-12.6733774,-38.2812339,0.01,33.48,6.2057,7.7155,0.8043159872982957,False,False,False,NASA POWER Daily API,LST
2024-10-24,BYD Camacari,-12.6733774,-38.2812339,0.01,31.71,6.7224,7.849,0.8564657918206141,False,False,False,NASA POWER Daily API,LST
2024-10-25,BYD Camacari,-12.6733774,-38.2812339,0.0,32.17,6.8174,7.9253,0.8602071845860725,False,False,False,NASA POWER Daily API,LST
2024-10-26,BYD Camacari,-12.6733774,-38.2812339,0.0,19.0,7.5245,8.0239,0.9377609391941575,False,False,False,NASA POWER Daily API,LST
2024-10-27,BYD Camacari,-12.6733774,-38.2812339,0.01,27.33,7.3142,7.9608,0.9187770073359461,False,False,False,NASA POWER Daily API,LST
2024-10-28,BYD Camacari,-12.6733774,-38.2812339,0.12,37.58,6.7781,7.753,0.8742551270475944,False,False,False,NASA POWER Daily API,LST
2024-10-29,BYD Camacari,-12.6733774,-38.2812339,0.11,17.82,7.3118,7.7815,0.9396388871040288,False,False,False,NASA POWER Daily API,LST
2024-10-30,BYD Camacari,-12.6733774,-38.2812339,0.03,16.76,7.536,7.8986,0.9540931304281771,False,False,False,NASA POWER Daily API,LST
2024-10-31,BYD Camacari,-12.6733774,-38.2812339,0.02,80.25,5.7084,7.8658,0.7257240204429302,False,True,True,NASA POWER Daily API,LST
2024-11-01,BYD Camacari,-12.6733774,-38.2812339,0.05,73.07,6.2083,7.6248,0.8142246354002729,False,False,False,NASA POWER Daily API,LST
2024-11-02,BYD Camacari,-12.6733774,-38.2812339,0.27,33.18,6.756,7.5878,0.8903766572656107,False,False,False,NASA POWER Daily API,LST
2024-11-03,BYD Camacari,-12.6733774,-38.2812339,0.78,27.88,6.3,7.6975,0.818447547905164,False,False,False,NASA POWER Daily API,LST
2024-11-04,BYD Camacari,-12.6733774,-38.2812339,0.82,15.26,7.2372,7.8622,0.9205057108697311,False,False,False,NASA POWER Daily API,LST
2024-11-05,BYD Camacari,-12.6733774,-38.2812339,0.34,61.74,5.633,7.7285,0.7288607103577667,False,False,False,NASA POWER Daily API,LST
2024-11-06,BYD Camacari,-12.6733774,-38.2812339,1.23,60.22,5.5322,7.7705,0.7119490380284408,True,False,True,NASA POWER Daily API,LST
2024-11-07,BYD Camacari,-12.6733774,-38.2812339,2.12,58.2,5.1103,7.6615,0.6670103765581152,True,False,True,NASA POWER Daily API,LST
2024-11-08,BYD Camacari,-12.6733774,-38.2812339,0.27,30.3,6.1404,7.7702,0.7902499292167511,False,False,False,NASA POWER Daily API,LST
2024-11-09,BYD Camacari,-12.6733774,-38.2812339,0.7,43.47,5.4163,7.5605,0.7163944183585741,False,False,False,NASA POWER Daily API,LST
2024-11-10,BYD Camacari,-12.6733774,-38.2812339,0.19,93.9,4.9814,7.608,0.654758149316509,False,True,True,NASA POWER Daily API,LST
2024-11-11,BYD Camacari,-12.6733774,-38.2812339,4.65,97.9,2.5754,7.6536,0.33649524406815096,True,True,True,NASA POWER Daily API,LST
2024-11-12,BYD Camacari,-12.6733774,-38.2812339,0.84,79.82,5.3177,7.537,0.7055459731988856,False,False,False,NASA POWER Daily API,LST
2024-11-13,BYD Camacari,-12.6733774,-38.2812339,0.04,34.56,6.9598,7.7846,0.8940472214371965,False,False,False,NASA POWER Daily API,LST
2024-11-14,BYD Camacari,-12.6733774,-38.2812339,0.17,38.82,6.7291,8.0796,0.8328506361701075,False,False,False,NASA POWER Daily API,LST
2024-11-15,BYD Camacari,-12.6733774,-38.2812339,0.26,49.62,6.9569,8.0592,0.8632246376811593,False,False,False,NASA POWER Daily API,LST
2024-11-16,BYD Camacari,-12.6733774,-38.2812339,0.73,30.73,6.8172,8.0059,0.8515220025231391,False,False,False,NASA POWER Daily API,LST
2024-11-17,BYD Camacari,-12.6733774,-38.2812339,0.18,36.07,6.5095,8.0719,0.8064396238803752,False,False,False,NASA POWER Daily API,LST
2024-11-18,BYD Camacari,-12.6733774,-38.2812339,0.02,27.31,6.9706,8.081,0.8625912634574929,False,False,False,NASA POWER Daily API,LST
2024-11-19,BYD Camacari,-12.6733774,-38.2812339,0.08,25.7,6.8038,7.8881,0.862539775104271,False,False,False,NASA POWER Daily API,LST
2024-11-20,BYD Camacari,-12.6733774,-38.2812339,0.12,46.38,5.9539,7.734,0.7698344970261184,False,False,False,NASA POWER Daily API,LST
2024-11-21,BYD Camacari,-12.6733774,-38.2812339,0.15,41.57,5.8646,7.7815,0.753659320182484,False,False,False,NASA POWER Daily API,LST
2024-11-22,BYD Camacari,-12.6733774,-38.2812339,0.02,40.5,6.6612,7.8166,0.8521863725916639,False,False,False,NASA POWER Daily API,LST
2024-11-23,BYD Camacari,-12.6733774,-38.2812339,3.31,96.66,5.2351,7.5696,0.6915953286831537,True,True,True,NASA POWER Daily API,LST
2024-11-24,BYD Camacari,-12.6733774,-38.2812339,20.84,99.14,2.8092,7.3234,0.3835923205068684,True,True,True,NASA POWER Daily API,LST
2024-11-25,BYD Camacari,-12.6733774,-38.2812339,11.29,98.76,2.604,7.421,0.3508961056461393,True,True,True,NASA POWER Daily API,LST
2024-11-26,BYD Camacari,-12.6733774,-38.2812339,10.84,98.81,3.0912,7.2847,0.4243414279242797,True,True,True,NASA POWER Daily API,LST
2024-11-27,BYD Camacari,-12.6733774,-38.2812339,14.94,93.68,3.0773,7.5593,0.40708795787969787,True,True,True,NASA POWER Daily API,LST
2024-11-28,BYD Camacari,-12.6733774,-38.2812339,0.62,51.7,6.5318,7.8763,0.8292980206442111,False,False,False,NASA POWER Daily API,LST
2024-11-29,BYD Camacari,-12.6733774,-38.2812339,0.06,46.06,7.128,8.0074,0.8901765866573419,False,False,False,NASA POWER Daily API,LST
2024-11-30,BYD Camacari,-12.6733774,-38.2812339,0.03,29.53,7.0973,8.01,0.8860549313358302,False,False,False,NASA POWER Daily API,LST
2024-12-01,BYD Camacari,-12.6733774,-38.2812339,0.1,48.47,6.5918,8.0467,0.8191929610896392,False,False,False,NASA POWER Daily API,LST
2024-12-02,BYD Camacari,-12.6733774,-38.2812339,0.01,36.69,7.0231,8.0491,0.8725323328073947,False,False,False,NASA POWER Daily API,LST
2024-12-03,BYD Camacari,-12.6733774,-38.2812339,0.01,73.67,6.899,8.0616,0.8557854520194502,False,False,False,NASA POWER Daily API,LST
2024-12-04,BYD Camacari,-12.6733774,-38.2812339,0.02,18.71,7.5353,8.1965,0.9193314219483926,False,False,False,NASA POWER Daily API,LST
2024-12-05,BYD Camacari,-12.6733774,-38.2812339,0.05,20.39,6.799,8.0962,0.8397766853585633,False,False,False,NASA POWER Daily API,LST
2024-12-06,BYD Camacari,-12.6733774,-38.2812339,0.21,15.93,7.6639,8.1643,0.9387087686635718,False,False,False,NASA POWER Daily API,LST
2024-12-07,BYD Camacari,-12.6733774,-38.2812339,2.27,64.95,5.5334,8.0371,0.6884821639646141,True,False,True,NASA POWER Daily API,LST
2024-12-08,BYD Camacari,-12.6733774,-38.2812339,0.61,27.75,6.8616,8.1713,0.8397195060761445,False,False,False,NASA POWER Daily API,LST
2024-12-09,BYD Camacari,-12.6733774,-38.2812339,0.07,19.83,7.1383,8.2308,0.8672668513388735,False,False,False,NASA POWER Daily API,LST
2024-12-10,BYD Camacari,-12.6733774,-38.2812339,0.09,15.83,7.1532,8.1955,0.8728204502470869,False,False,False,NASA POWER Daily API,LST
2024-12-11,BYD Camacari,-12.6733774,-38.2812339,0.01,24.76,7.062,8.0777,0.8742587617762482,False,False,False,NASA POWER Daily API,LST
2024-12-12,BYD Camacari,-12.6733774,-38.2812339,0.04,43.31,6.1898,7.825,0.7910287539936102,False,False,False,NASA POWER Daily API,LST
2024-12-13,BYD Camacari,-12.6733774,-38.2812339,0.09,38.31,6.5294,8.017,0.8144443058500687,False,False,False,NASA POWER Daily API,LST
2024-12-14,BYD Camacari,-12.6733774,-38.2812339,0.22,77.36,5.507,7.7832,0.7075495939973275,False,False,False,NASA POWER Daily API,LST
2024-12-15,BYD Camacari,-12.6733774,-38.2812339,0.26,80.97,5.5762,7.7102,0.7232237814842676,False,True,True,NASA POWER Daily API,LST
2024-12-16,BYD Camacari,-12.6733774,-38.2812339,0.21,34.14,6.15,7.6267,0.8063775945035206,False,False,False,NASA POWER Daily API,LST
2024-12-17,BYD Camacari,-12.6733774,-38.2812339,0.03,26.85,7.044,7.9006,0.8915778548464673,False,False,False,NASA POWER Daily API,LST
2024-12-18,BYD Camacari,-12.6733774,-38.2812339,0.45,54.23,6.0322,7.9356,0.7601441604919602,False,False,False,NASA POWER Daily API,LST
2024-12-19,BYD Camacari,-12.6733774,-38.2812339,2.0,35.1,5.5639,7.7945,0.7138238501507473,True,False,True,NASA POWER Daily API,LST
2024-12-20,BYD Camacari,-12.6733774,-38.2812339,0.72,24.84,6.6912,7.8713,0.8500755910713605,False,False,False,NASA POWER Daily API,LST
2024-12-21,BYD Camacari,-12.6733774,-38.2812339,0.05,15.64,7.115,7.9994,0.8894417081281096,False,False,False,NASA POWER Daily API,LST
2024-12-22,BYD Camacari,-12.6733774,-38.2812339,0.14,23.48,6.6818,7.9339,0.8421835415117407,False,False,False,NASA POWER Daily API,LST
2024-12-23,BYD Camacari,-12.6733774,-38.2812339,0.02,16.02,7.0092,8.0179,0.8741939909452601,False,False,False,NASA POWER Daily API,LST
2024-12-24,BYD Camacari,-12.6733774,-38.2812339,0.02,34.01,7.0639,8.065,0.8758710477371359,False,False,False,NASA POWER Daily API,LST
2024-12-25,BYD Camacari,-12.6733774,-38.2812339,0.11,50.74,6.3682,7.9675,0.7992720426733605,False,False,False,NASA POWER Daily API,LST
2024-12-26,BYD Camacari,-12.6733774,-38.2812339,0.34,47.22,6.533,8.0856,0.8079796180864748,False,False,False,NASA POWER Daily API,LST
2024-12-27,BYD Camacari,-12.6733774,-38.2812339,0.45,13.84,7.4748,8.1677,0.9151658361595064,False,False,False,NASA POWER Daily API,LST
2024-12-28,BYD Camacari,-12.6733774,-38.2812339,0.05,19.92,7.327,8.1996,0.8935801746426655,False,False,False,NASA POWER Daily API,LST
2024-12-29,BYD Camacari,-12.6733774,-38.2812339,0.42,47.64,5.9616,7.8958,0.7550343220446313,False,False,False,NASA POWER Daily API,LST
2024-12-30,BYD Camacari,-12.6733774,-38.2812339,0.06,38.85,7.3483,7.915,0.9284017687934302,False,False,False,NASA POWER Daily API,LST
2024-12-31,BYD Camacari,-12.6733774,-38.2812339,0.88,55.12,6.3326,8.0628,0.7854095351490799,False,False,False,NASA POWER Daily API,LST
2024-01-01,Ford Rouge Electric Vehicle Center,42.3056229,-83.1676332,0.19,99.12,0.9535,2.3098,0.4128063035760672,False,True,True,NASA POWER Daily API,LST
2024-01-02,Ford Rouge Electric Vehicle Center,42.3056229,-83.1676332,0.03,98.17,1.2127,2.3033,0.5265054487040333,False,True,True,NASA POWER Daily API,LST
2024-01-03,Ford Rouge Electric Vehicle Center,42.3056229,-83.1676332,0.27,99.64,0.727,2.3117,0.3144871739412553,False,True,True,NASA POWER Daily API,LST
2024-01-04,Ford Rouge Electric Vehicle Center,42.3056229,-83.1676332,0.18,71.46,1.9939,2.5529,0.7810333346390379,False,False,False,NASA POWER Daily API,LST
2024-01-05,Ford Rouge Electric Vehicle Center,42.3056229,-83.1676332,0.22,96.53,1.1167,2.4118,0.4630151753876773,False,True,True,NASA POWER Daily API,LST
2024-01-06,Ford Rouge Electric Vehicle Center,42.3056229,-83.1676332,0.39,99.85,1.1779,2.3448,0.5023456158307744,False,True,True,NASA POWER Daily API,LST
2024-01-07,Ford Rouge Electric Vehicle Center,42.3056229,-83.1676332,1.0,98.08,1.0087,2.1475,0.469708963911525,True,True,True,NASA POWER Daily API,LST
2024-01-08,Ford Rouge Electric Vehicle Center,42.3056229,-83.1676332,0.13,99.9,1.2482,2.4228,0.5151890374772989,False,True,True,NASA POWER Daily API,LST
2024-01-09,Ford Rouge Electric Vehicle Center,42.3056229,-83.1676332,14.82,100.0,0.6245,2.2793,0.27398762778045893,True,True,True,NASA POWER Daily API,LST
2024-01-10,Ford Rouge Electric Vehicle Center,42.3056229,-83.1676332,3.89,99.08,0.9718,2.5291,0.38424736072120513,True,True,True,NASA POWER Daily API,LST
2024-01-11,Ford Rouge Electric Vehicle Center,42.3056229,-83.1676332,2.72,96.24,0.7632,2.4542,0.3109771004808084,True,True,True,NASA POWER Daily API,LST
2024-01-12,Ford Rouge Electric Vehicle Center,42.3056229,-83.1676332,14.31,99.51,0.899,2.3942,0.37549076935928494,True,True,True,NASA POWER Daily API,LST
2024-01-13,Ford Rouge Electric Vehicle Center,42.3056229,-83.1676332,3.13,98.67,1.3409,2.611,0.5135580237456913,True,True,True,NASA POWER Daily API,LST
2024-01-14,Ford Rouge Electric Vehicle Center,42.3056229,-83.1676332,0.7,56.24,2.6496,2.8162,0.9408422697251616,False,False,False,NASA POWER Daily API,LST
2024-01-15,Ford Rouge Electric Vehicle Center,42.3056229,-83.1676332,0.07,72.43,2.3515,2.8363,0.8290730881782604,False,False,False,NASA POWER Daily API,LST
2024-01-16,Ford Rouge Electric Vehicle Center,42.3056229,-83.1676332,0.79,58.16,2.6438,2.8654,0.922663502477839,False,False,False,NASA POWER Daily API,LST
2024-01-17,Ford Rouge Electric Vehicle Center,42.3056229,-83.1676332,0.13,78.78,2.5171,2.8754,0.8753912499130556,False,False,False,NASA POWER Daily API,LST
2024-01-18,Ford Rouge Electric Vehicle Center,42.3056229,-83.1676332,2.1,99.66,1.9193,2.7521,0.6973947167617456,True,True,True,NASA POWER Daily API,LST
2024-01-19,Ford Rouge Electric Vehicle Center,42.3056229,-83.1676332,1.54,75.62,2.3623,2.8843,0.8190202128766078,True,False,True,NASA POWER Daily API,LST
