Modelo,N_localidades,CRPS_medio_wm2,CRPS_dp_localidades_wm2,PICP_medio_percentual,MPIW_medio_wm2
DeepAR,10,10.830101672695381,2.3955234660770657,61.666666666666664,35.495640852606655
DeepNPTS,10,15.903945011936568,1.8065080731298389,90.83333333333333,145.55579530650294
