data,ghi_real_wm2,ghi_previsto_normalizado,ghi_previsto_wm2
2024-01-31,93.5994623655914,0.09136023632641194,107.24727262344193
2024-02-29,140.06896551724137,0.25151071253414325,151.27844327018977
2024-03-31,192.7016129032258,0.4617248670160962,209.07393365855893
2024-04-30,278.4597222222222,0.7044959522073448,275.8205043417872
2024-05-31,338.80779569892474,0.8391218087156,312.83403188004263
2024-06-30,351.66805555555555,0.9324992624308831,338.50687842071335
2024-07-31,329.9233870967742,0.9302667000766015,337.89306610913854
2024-08-31,303.0147849462366,0.7779967854635899,296.02854747982974
2024-09-30,247.60833333333332,0.5920266346829868,244.89861244547578
2024-10-31,177.8709677419355,0.3594734944708623,180.9613251917348
2024-11-30,117.06805555555555,0.13239391266899897,118.5289175369439
2024-12-31,95.06854838709677,0.03383077594952094,91.43033878064442
