data,ghi_real_wm2,ghi_previsto_normalizado,ghi_previsto_wm2
2024-01-31,93.5994623655914,0.21334901,140.78640929570147
2024-02-29,140.06896551724137,0.29204133,162.42177948539535
2024-03-31,192.7016129032258,0.39450103,190.5916644222981
2024-04-30,278.4597222222222,0.5211818,225.42080558323732
2024-05-31,338.80779569892474,0.5359906,229.49227430602022
2024-06-30,351.66805555555555,0.5359906,229.49227430602022
2024-07-31,329.9233870967742,0.58693,243.49735650096264
2024-08-31,303.0147849462366,0.5958864,245.95980438246897
2024-09-30,247.60833333333332,0.5304474,227.96825530923985
2024-10-31,177.8709677419355,0.41121554,195.18708995519788
2024-11-30,117.06805555555555,0.25246117,151.53975715486462
2024-12-31,95.06854838709677,0.17891331,131.31878602975598
