data,ghi_real_wm2,ghi_previsto_normalizado,ghi_previsto_wm2
2024-01-31,93.5994623655914,0.14442752,121.83739318605112
2024-02-29,140.06896551724137,0.30560562,166.1510940706738
2024-03-31,192.7016129032258,0.4664299,210.36751479347066
2024-04-30,278.4597222222222,0.72155035,280.5093751815218
2024-05-31,338.80779569892474,0.79372925,300.35397101975843
2024-06-30,351.66805555555555,0.8569912,317.74696748642833
2024-07-31,329.9233870967742,0.85269326,316.56531566435666
2024-08-31,303.0147849462366,0.77713037,295.7903371927239
2024-09-30,247.60833333333332,0.6006203,247.26133060062497
2024-10-31,177.8709677419355,0.4220691,198.17112665635844
2024-11-30,117.06805555555555,0.1412136,120.95376812211876
2024-12-31,95.06854838709677,0.13584702,119.47830112356105
