data,ghi_real_wm2,ghi_previsto_normalizado,ghi_previsto_wm2
2024-01-31,183.4516129032258,0.3371999144248923,200.62605259373464
2024-02-29,230.89511494252872,0.4358324012595093,219.94463038809067
2024-03-31,295.6760752688172,0.782655927216445,287.8749592496801
2024-04-30,316.1097222222222,0.972150842863925,324.9902382723921
2024-05-31,320.3938172043011,0.9099312273884708,312.8036401192609
2024-06-30,274.2277777777778,0.8116907396478598,293.56184093239926
2024-07-31,240.14650537634407,0.8211935196620753,295.4230957872535
2024-08-31,270.51747311827955,0.6696813291267322,265.74727462948226
2024-09-30,214.35277777777776,0.6150270523307579,255.04245584246644
2024-10-31,225.2016129032258,0.49367572467194865,231.27406939028276
2024-11-30,215.38194444444443,0.3786920477357705,208.75287805403184
2024-12-31,187.47311827956986,0.46177902793950165,225.0266468930484
