data,ghi_real_wm2,ghi_previsto_normalizado,ghi_previsto_wm2
2024-01-31,183.4516129032258,0.3886634993222366,210.70592891362134
2024-02-29,230.89511494252872,0.46607412064493425,225.86790199293247
2024-03-31,295.6760752688172,0.6424249029063908,260.4087152234247
2024-04-30,316.1097222222222,0.8614315763518454,303.30429247408597
2024-05-31,320.3938172043011,0.8965508616214745,310.1829048495513
2024-06-30,274.2277777777778,0.8760720191200108,306.1718317771846
2024-07-31,240.14650537634407,0.7951710361508111,290.32622164113525
2024-08-31,270.51747311827955,0.6779683313741296,267.3704020871402
2024-09-30,214.35277777777776,0.5837196771919778,248.91046037560025
2024-10-31,225.2016129032258,0.4590517257479826,224.4924659021146
2024-11-30,215.38194444444443,0.40126950581059384,213.17499488607146
2024-12-31,187.47311827956986,0.3175907894250197,196.78532608519106
