data,ghi_real_wm2,ghi_previsto_normalizado,ghi_previsto_wm2
2024-01-31,183.4516129032258,0.38581705,210.14841144251568
2024-02-29,230.89511494252872,0.48591682,229.75437798347042
2024-03-31,295.6760752688172,0.71945727,275.4966015711587
2024-04-30,316.1097222222222,0.87016886,305.015614885236
2024-05-31,320.3938172043011,0.86380017,303.76821490176906
2024-06-30,274.2277777777778,0.8029178,291.8435314989058
2024-07-31,240.14650537634407,0.7569734,282.8446676082188
2024-08-31,270.51747311827955,0.6494208,261.77896091590327
2024-09-30,214.35277777777776,0.551881,242.67440482885928
2024-10-31,225.2016129032258,0.3822913,209.45784037940766
2024-11-30,215.38194444444443,0.39274323,211.5050022658161
2024-12-31,187.47311827956986,0.42624184,218.06618328396513
