tarefa,resolucao,particao,modelo,tipo_horizonte,horizonte,N_sementes,MAE_wm2_media,MAE_wm2_desvio_padrao,MAE_wm2_minimo,MAE_wm2_maximo,RMSE_wm2_media,RMSE_wm2_desvio_padrao,RMSE_wm2_minimo,RMSE_wm2_maximo,nRMSE_media,nRMSE_desvio_padrao,nRMSE_minimo,nRMSE_maximo,R2_media,R2_desvio_padrao,R2_minimo,R2_maximo
monthly_6,mensal,teste_2024,DilatedRNN,cumulativo,1,1,101.77422198905494,,101.77422198905494,101.77422198905494,119.32923037496192,,119.32923037496192,119.32923037496192,0.5227474885363335,,0.5227474885363335,0.5227474885363335,-2.81132637336937,,-2.81132637336937,-2.81132637336937
monthly_6,mensal,teste_2024,DilatedRNN,cumulativo,3,1,126.01487778380952,,126.01487778380952,126.01487778380952,139.6362928663298,,139.6362928663298,139.6362928663298,0.574175801657244,,0.574175801657244,0.574175801657244,-4.837156419677429,,-4.837156419677429,-4.837156419677429
monthly_6,mensal,teste_2024,DilatedRNN,cumulativo,6,1,121.5750668356489,,121.5750668356489,121.5750668356489,137.29842591216484,,137.29842591216484,137.29842591216484,0.5654789684939258,,0.5654789684939258,0.5654789684939258,-3.8495738930531895,,-3.8495738930531895,-3.8495738930531895
monthly_6,mensal,teste_2024,DilatedRNN,lead_exato,1,1,101.77422198905494,,101.77422198905494,101.77422198905494,119.32923037496192,,119.32923037496192,119.32923037496192,0.5227474885363335,,0.5227474885363335,0.5227474885363335,-2.81132637336937,,-2.81132637336937,-2.81132637336937
monthly_6,mensal,teste_2024,DilatedRNN,lead_exato,3,1,128.24554962011544,,128.24554962011544,128.24554962011544,138.34912794342225,,138.34912794342225,138.34912794342225,0.5457171066845943,,0.5457171066845943,0.5457171066845943,-5.827845531678475,,-5.827845531678475,-5.827845531678475
monthly_6,mensal,teste_2024,DilatedRNN,lead_exato,6,1,107.46047747026645,,107.46047747026645,107.46047747026645,131.31740397877113,,131.31740397877113,131.31740397877113,0.5570265758777541,,0.5570265758777541,0.5570265758777541,-2.0461811580591207,,-2.0461811580591207,-2.0461811580591207
monthly_6,mensal,teste_2024,LSTM,cumulativo,1,1,93.01276965812256,,93.01276965812256,93.01276965812256,111.35382667502239,,111.35382667502239,111.35382667502239,0.48624377133645225,,0.48624377133645225,0.48624377133645225,-1.9212054607230862,,-1.9212054607230862,-1.9212054607230862
monthly_6,mensal,teste_2024,LSTM,cumulativo,3,1,99.19497373696566,,99.19497373696566,99.19497373696566,118.66536411503085,,118.66536411503085,118.66536411503085,0.4919331022933779,,0.4919331022933779,0.4919331022933779,-4.0293927514987,,-4.0293927514987,-4.0293927514987
monthly_6,mensal,teste_2024,LSTM,cumulativo,6,1,108.14929992949459,,108.14929992949459,108.14929992949459,127.7879617119765,,127.7879617119765,127.7879617119765,0.528913199032471,,0.528913199032471,0.528913199032471,-3.6705134126094405,,-3.6705134126094405,-3.6705134126094405
monthly_6,mensal,teste_2024,LSTM,lead_exato,1,1,93.01276965812256,,93.01276965812256,93.01276965812256,111.35382667502239,,111.35382667502239,111.35382667502239,0.48624377133645225,,0.48624377133645225,0.48624377133645225,-1.9212054607230862,,-1.9212054607230862,-1.9212054607230862
