caso,interpretacao_extremo,universo_selecao,regra_selecao,tarefa,resolucao,limitacao_sementes,localidade,origem,horizonte,N_pontos,primeiro_alvo_local,ultimo_alvo_local,MAE_timesnet_wm2,MAE_dilatedrnn_wm2,ganho_timesnet_vs_dilatedrnn_wm2,contexto_usado_na_selecao,alegacao_causal,contexto_meteorologico_disponivel,N_dias_contexto,datas_contexto_inicio,datas_contexto_fim,precipitacao_total_mm,nebulosidade_media_percentual,dias_com_chuva_relevante,dias_muito_nublados,dias_com_condicao_adversa,condicao_adversa_independente,fonte_contexto,time_standard,interpretacao_contexto,data_local,latitude_fabrica,longitude_fabrica,precipitacao_corrigida_mm_dia,nebulosidade_percentual,irradiacao_all_sky_kwh_m2_dia,irradiacao_clear_sky_kwh_m2_dia,indice_all_sky_clear_sky,chuva_relevante,muito_nublado,erros_modelos_usados_na_selecao
maior_ganho_timesnet,Largest TimesNet gain,"All available sites, forecast origins, and declared cumulative horizons; meteorology excluded from selection.","For every site, forecast origin, and declared cumulative horizon, compute MAE(DilatedRNN)-MAE(TimesNet). Select the global maximum and minimum before joining weather context; break ties lexically by task, site, origin, and horizon.",hourly_72_extension,horaria,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,GM Factory Zero,2024-03-31 05:00:00+00:00,24.0,24.0,2024-03-31 00:00:00,2024-03-31 23:00:00,46.296545909407236,109.90227086655796,63.60572495715072,False,False,True,1.0,2024-03-31,2024-03-31,0.8,99.64,0.0,1.0,1.0,True,NASA POWER Daily API,LST,Post-hoc descriptive context only; no causal attribution.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
