tarefa,resolucao,carater_tarefa,tipo_horizonte,horizonte,posicao_MAE,modelo,tipo_estimativa,semente,N_sementes,limitacao_sementes,N_localidades,N_origens,N_pontos,MAE_wm2,RMSE_wm2,nRMSE,R2,agregacao
hourly_72_extension,horaria,principal,lead_exato,72,1,TimesNet,semente,42,1,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,10,3630,3630,0.0,0.0,NA,NA,media_aritmetica_das_metricas_por_localidade
hourly_72_extension,horaria,principal,lead_exato,72,1,XGBoost,semente,42,1,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,10,3630,3630,0.0,0.0,NA,NA,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,principal,cumulativo,1,1,Climatologia,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,120,120,12.574705149332685,15.547429032287956,0.077698556662715,0.9296245761703708,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,principal,cumulativo,1,2,DilatedRNN,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,120,120,13.005351582335315,16.018505941011757,0.0785730753495353,0.9087201192241184,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,principal,cumulativo,1,3,TimesNet,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,120,120,13.932010841634256,17.509723847782265,0.0852617440871745,0.8825194170289972,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,principal,cumulativo,1,4,LSTM,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,120,120,14.271117238712115,17.441139072027664,0.0845404585385359,0.8855593179283261,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,principal,cumulativo,1,5,XGBoost,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,120,120,14.817084869015758,18.013315587328258,0.0885218872144881,0.8908127192069166,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,principal,cumulativo,1,6,Sazonal ingenuo,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,120,120,16.94283774693807,21.37290603789729,0.1037593523002891,0.8291340611954279,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,principal,cumulativo,1,7,Persistencia,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,120,120,35.087670167287186,42.16719604318112,0.2088703284743307,0.5762715236298103,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,principal,lead_exato,1,1,Climatologia,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,120,120,12.574705149332685,15.547429032287956,0.077698556662715,0.9296245761703708,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,principal,lead_exato,1,2,DilatedRNN,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,120,120,13.005351582335315,16.018505941011757,0.0785730753495353,0.9087201192241184,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,principal,lead_exato,1,3,TimesNet,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,120,120,13.932010841634256,17.509723847782265,0.0852617440871745,0.8825194170289972,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,principal,lead_exato,1,4,LSTM,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,120,120,14.271117238712115,17.441139072027664,0.0845404585385359,0.8855593179283261,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,principal,lead_exato,1,5,XGBoost,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,120,120,14.817084869015758,18.013315587328258,0.0885218872144881,0.8908127192069166,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,principal,lead_exato,1,6,Sazonal ingenuo,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,120,120,16.94283774693807,21.37290603789729,0.1037593523002891,0.8291340611954279,media_aritmetica_das_metricas_por_localidade
monthly_1,mensal,principal,lead_exato,1,7,Persistencia,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,120,120,35.087670167287186,42.16719604318112,0.2088703284743307,0.5762715236298103,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,cumulativo,1,1,Climatologia,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,70,70,13.608649335588728,16.225663500388137,0.0747515653506084,0.9204957112498068,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,cumulativo,1,2,XGBoost,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,70,14.726477961498398,17.90049511248509,0.0817972977370234,0.8954163569600458,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,cumulativo,1,3,TimesNet,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,70,14.882826301931766,18.99333517629617,0.0848496485487876,0.864422468468493,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,cumulativo,1,4,DilatedRNN,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,70,14.887671360436029,18.24568369255878,0.0821929625043641,0.8747511089426103,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,cumulativo,1,5,LSTM,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,70,15.740419389603629,19.470390534307533,0.0873008557472868,0.854405246446287,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,cumulativo,1,6,Sazonal ingenuo,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,70,70,16.496375601632256,20.4773256017693,0.0912242128175472,0.8419536748717806,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,cumulativo,1,7,Persistencia,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,70,70,33.19335338047573,41.6167768080267,0.1895866038486917,0.5647346280442064,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,cumulativo,3,1,Climatologia,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,70,210,13.07721912202381,15.9428751957908,0.0681270240451383,0.8930110146977277,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,cumulativo,3,2,DilatedRNN,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,210,14.325362020875412,17.51830262409182,0.0736281012215614,0.838723948696865,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,cumulativo,3,3,TimesNet,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,210,14.558807603557346,18.381688919555465,0.0766883938143144,0.8289648904585162,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,cumulativo,3,4,XGBoost,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,210,14.926684170973749,17.963816341679436,0.0756400823410044,0.8603519778399876,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,cumulativo,3,5,LSTM,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,210,15.328642393169218,18.835152265374493,0.0788177904595281,0.8086275610141564,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,cumulativo,3,6,Sazonal ingenuo,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,70,210,17.060017830984933,21.04820146554518,0.0877180764584563,0.77768538268963,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,cumulativo,3,7,Persistencia,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,70,210,61.44822380429223,74.97173823011283,0.3139075353090271,-0.8553114230773495,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,cumulativo,6,1,Climatologia,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,70,420,13.02717377798898,16.09570954332588,0.0698343840074482,0.9008763810565944,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,cumulativo,6,2,DilatedRNN,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,420,14.369222531189257,17.468780865627814,0.0746747477915064,0.8547426780374149,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,cumulativo,6,3,TimesNet,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,420,14.51024426478505,18.25899859599633,0.0776918680212898,0.8500487285605296,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,cumulativo,6,4,XGBoost,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,420,14.722163486867757,17.76074371840958,0.075938935942659,0.8732645853057758,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,cumulativo,6,5,LSTM,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,420,14.756546484240769,18.10917529916166,0.0769331886688489,0.8381643241257661,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,cumulativo,6,6,Sazonal ingenuo,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,70,420,18.001219495137533,22.377152302524934,0.0950584840992097,0.7725741755416509,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,cumulativo,6,7,Persistencia,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,70,420,91.8868172055199,109.5854188601488,0.46636672173123,-2.4893403385146358,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,lead_exato,1,1,Climatologia,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,70,70,13.608649335588728,16.225663500388137,0.0747515653506084,0.9204957112498068,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,lead_exato,1,2,XGBoost,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,70,14.726477961498398,17.90049511248509,0.0817972977370234,0.8954163569600458,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,lead_exato,1,3,TimesNet,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,70,14.882826301931766,18.99333517629617,0.0848496485487876,0.864422468468493,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,lead_exato,1,4,DilatedRNN,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,70,14.887671360436029,18.24568369255878,0.0821929625043641,0.8747511089426103,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,lead_exato,1,5,LSTM,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,70,15.740419389603629,19.470390534307533,0.0873008557472868,0.854405246446287,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,lead_exato,1,6,Sazonal ingenuo,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,70,70,16.496375601632256,20.4773256017693,0.0912242128175472,0.8419536748717806,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,lead_exato,1,7,Persistencia,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,70,70,33.19335338047573,41.6167768080267,0.1895866038486917,0.5647346280442064,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,lead_exato,3,1,Climatologia,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,70,70,12.704908425467355,15.645185257134973,0.0636432189171954,0.8248938427119408,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,lead_exato,3,2,DilatedRNN,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,70,13.752329664801625,16.778135129411037,0.0674906339946401,0.7644627656731976,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,lead_exato,3,3,TimesNet,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,70,14.28233919305,17.460696972037688,0.0693656316976508,0.7592200038886953,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,lead_exato,3,4,LSTM,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,70,15.060274046862968,18.217631890573017,0.0729314917129924,0.72437025085722,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,lead_exato,3,5,XGBoost,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,70,15.581573310936903,18.364710237001884,0.0734093047269155,0.767973870429252,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,lead_exato,3,6,Sazonal ingenuo,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,70,70,17.967813546316965,21.972724251137624,0.0873717400639965,0.6380769882605215,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,lead_exato,3,7,Persistencia,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,70,70,89.57073206220355,99.76749007641746,0.3945343261300287,-5.14800655837453,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,lead_exato,6,1,Climatologia,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,70,70,11.85250492640904,14.815915674941788,0.0721922662734673,0.9038885872925948,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,lead_exato,6,2,XGBoost,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,70,12.535409533524923,15.688630287586523,0.0756675711416209,0.8697483745919226,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,lead_exato,6,3,LSTM,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,70,13.395016063354747,16.15643608504734,0.0769856592229577,0.8158588822268837,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,lead_exato,6,4,TimesNet,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,70,13.597063719473017,16.890988624095126,0.0815443525675749,0.822327814597865,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,lead_exato,6,5,DilatedRNN,ensemble,NA,5,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,10,70,70,13.78896359132292,16.66326139287892,0.0800636245400457,0.8266291544682371,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,lead_exato,6,6,Sazonal ingenuo,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,70,70,17.822361046927316,21.63809560006045,0.1032497904886208,0.6820357363427989,media_aritmetica_das_metricas_por_localidade
monthly_6,mensal,exploratorio,lead_exato,6,7,Persistencia,deterministica,NA,NA,nao_aplicavel_modelo_deterministico,10,70,70,131.77628577096124,145.1098256932872,0.6988583775352315,-3.76955578289866,media_aritmetica_das_metricas_por_localidade
