tarefa,resolucao,tipo_horizonte,horizonte,modelo,N_sementes,sementes,limitacao_sementes,MAE_wm2_media,MAE_wm2_desvio_padrao,MAE_wm2_minimo,MAE_wm2_maximo,RMSE_wm2_media,RMSE_wm2_desvio_padrao,RMSE_wm2_minimo,RMSE_wm2_maximo,nRMSE_media,nRMSE_desvio_padrao,nRMSE_minimo,nRMSE_maximo,R2_media,R2_desvio_padrao,R2_minimo,R2_maximo
daily_30,diaria,lead_exato,7,DilatedRNN,5,11;23;42;67;89,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,44.717173657170505,0.5292069733079823,44.12684568888337,45.473024737125854,55.524754710614175,0.25081391775088,55.120677009826544,55.70634158599321,0.26707180714947254,0.0011699023430296464,0.2651610604421956,0.2679851701758668,0.5288502881408699,0.005022566357694179,0.5245218664063638,0.5371486157997024
daily_30,diaria,cumulativo,7,LSTM,5,11;23;42;67;89,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,44.04563633314914,0.35803612812147534,43.57296486269605,44.53717251365088,55.67984058479461,0.4312441808561792,55.25541324475379,56.37181149724057,0.26786810435715364,0.0018680885549575321,0.2660465023249903,0.2708291583098329,0.5284286529228786,0.006151706534730125,0.5184507776926622,0.5342007646956671
daily_30,diaria,lead_exato,7,LSTM,5,11;23;42;67;89,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,44.51725207922988,0.6584918462713228,43.707878127001656,45.31111090723326,56.24614809993926,0.42604206377033327,55.85108971478305,56.96414310669663,0.27031076586212344,0.001810630459544714,0.2685630083188896,0.2733441638454453,0.5181768805903318,0.005992196142316114,0.5079742216292203,0.523480972116608
daily_30,diaria,cumulativo,7,TimesNet,5,11;23;42;67;89,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,44.17481137845634,0.3711191723798564,43.7726497704647,44.740438777200325,55.48576045690935,0.14777957970117456,55.33713987245587,55.724077770838846,0.2670291464234622,0.0007435228245097557,0.2663926599064664,0.2682620746104717,0.5258197177009776,0.0025214753769997136,0.5218729271514503,0.5283231859475459
daily_30,diaria,lead_exato,7,TimesNet,5,11;23;42;67;89,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,44.52106095698521,0.3157916236582458,44.11126403721274,44.99406386029627,55.77256219433764,0.13500562278023442,55.5608511417145,55.87031235147892,0.26822621458499923,0.000582829327517816,0.2673776988725549,0.2687851204543156,0.5206563130172441,0.0023279442929589533,0.5182466659057171,0.5241074289796177
daily_30,diaria,cumulativo,7,XGBoost,5,11;23;42;67;89,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,43.78092032559397,0.05873470565950174,43.69778038490061,43.84936887975944,54.77737063965785,0.058553580480794974,54.72087618016624,54.87442661428248,0.26389431349224873,0.00027146358075902637,0.2636103752811301,0.264337621154918,0.5417377633383011,0.0008961449312929782,0.540366690833956,0.5426160622016958
daily_30,diaria,lead_exato,7,XGBoost,5,11;23;42;67;89,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,44.321953254992295,0.07828799721616188,44.19992373186983,44.38474561624939,55.1706297125139,0.08813376238427385,55.03079843883656,55.27070166622796,0.26542215309355377,0.00045644182543100895,0.2646446312857737,0.265835124527335,0.534277568842095,0.0010646133807815095,0.5329701968921087,0.5358118909919318
daily_30,diaria,cumulativo,14,DilatedRNN,5,11;23;42;67;89,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,44.331990555017065,0.5961090618747695,43.63493826730552,45.045059536156415,55.34165506270769,0.3134338222757178,54.86390660180349,55.60290292787698,0.2662558346066991,0.0014861658054153401,0.2640074627188342,0.2675561547071283,0.530936860064038,0.005240489292732005,0.5274374285359722,0.5397350021391971
daily_30,diaria,lead_exato,14,DilatedRNN,5,11;23;42;67;89,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,44.53290509555915,1.1311209603059496,43.19285496729968,45.77945821434509,55.48820876852553,0.4848105693945054,54.75210609615215,55.927257366225184,0.2667989678150614,0.0023036898545282483,0.2632727094676504,0.268952852206793,0.5265802553740377,0.008341598137672494,0.5191377708478098,0.5397268013648795
daily_30,diaria,cumulativo,14,LSTM,5,11;23;42;67;89,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,44.42243016659899,0.5784877480139313,43.73764474620149,45.27740923406754,56.02745212853176,0.44955621054306133,55.54005275007576,56.613271553751495,0.26929846691920994,0.0019638624089585925,0.2671776008005254,0.2717792275143914,0.5215496804258066,0.00661745392307053,0.5136160736630287,0.528450810184492
daily_30,diaria,lead_exato,14,LSTM,5,11;23;42;67;89,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,44.945048254263284,0.6180807252178105,44.10202513447438,45.5488066594916,56.24086293303925,0.4008729433831121,55.78752719113786,56.738089449027214,0.27009531212458526,0.0017321057726892026,0.2680374165308166,0.2721397813668291,0.5167023854758405,0.005793621284685662,0.5106091001938591,0.523953990782146
daily_30,diaria,cumulativo,14,TimesNet,5,11;23;42;67;89,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,44.29337361591417,0.29028089448015754,44.00942056603724,44.69941705842812,55.55609801048632,0.15481776817996568,55.39162902677744,55.763819170330216,0.2672160809169867,0.0007615258503056497,0.2665056321204813,0.268303197641112,0.5234874481500658,0.00277196217677894,0.520042664553398,0.5263940282337156
daily_30,diaria,lead_exato,14,TimesNet,5,11;23;42;67;89,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,44.254248119559044,0.3663489082860316,43.80178080363628,44.80955396716659,55.66426283674548,0.22442494582261863,55.44100006989608,55.94361082046771,0.26751690449850674,0.0010451674062637588,0.2663788681072391,0.2689259483410419,0.5185766342380287,0.00444456342482773,0.5137010557594353,0.5226283855773061
daily_30,diaria,cumulativo,14,XGBoost,5,11;23;42;67;89,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,44.02086902073377,0.03233726687676399,43.98773010983213,44.070228715241,54.97667867336462,0.0453082242197822,54.92043161629671,55.04484953415749,0.26466382202537975,0.0002017840221415391,0.2644057026311274,0.2649631079690339,0.5372557523900741,0.0006840711516073533,0.536404893240878,0.5382205267529709
daily_30,diaria,lead_exato,14,XGBoost,5,11;23;42;67;89,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,44.21963442389738,0.05288104678238204,44.14340253229688,44.27149009712012,55.15633448579432,0.09123047375204191,55.04648852845803,55.26116840579336,0.2652773839016852,0.00048195028059492157,0.264692403999442,0.2657722320923031,0.5326373228477683,0.0013793920595413834,0.5311062588069825,0.5342235415897367
daily_30,diaria,cumulativo,30,DilatedRNN,5,11;23;42;67;89,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,44.099824579627565,0.6003357385160015,43.490540364301175,44.91261111949244,55.20543726141922,0.36127854633869655,54.64189054450924,55.5786178785295,0.26573477328016565,0.0016846674198054846,0.2631122256564798,0.2674693241114613,0.5341763992901385,0.006205877183927856,0.5285886854327856,0.5444958495938133
daily_30,diaria,lead_exato,30,DilatedRNN,5,11;23;42;67;89,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,43.37121838010778,0.8367660019672555,42.57098594516832,44.37757511195992,54.94319005418246,0.5239773675195686,54.26421513017237,55.72586837838103,0.2644963373161297,0.002284984079755278,0.2615615337417773,0.2679250202659405,0.5413944798498285,0.009420507194104517,0.5279763542855099,0.5544325384053568
daily_30,diaria,cumulativo,30,LSTM,5,11;23;42;67;89,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,44.67915267383959,0.7117733624223693,43.904996764483954,45.731384823576406,56.25392078858945,0.5203265822039085,55.64629841039914,56.87096568638653,0.27036823464526194,0.0022838840015429527,0.2677263475363731,0.2729729939559325,0.5186493522164632,0.0074110018388972515,0.5108840153919354,0.5266450068522428
daily_30,diaria,lead_exato,30,LSTM,5,11;23;42;67;89,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,45.17821100856294,0.8416835285401861,44.40578082027067,46.46073374351112,56.6265271392041,0.6054977643911418,55.8995090168624,57.32929450291317,0.2719697833487375,0.0026764885838602044,0.2685644482741284,0.2748350223620107,0.5162480393696296,0.008268035814569672,0.5073263319327663,0.5284403546543375
daily_30,diaria,cumulativo,30,TimesNet,5,11;23;42;67;89,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,44.287832199073655,0.29097126498664705,43.97626593050288,44.67647266766009,55.49029025524425,0.19449537586400384,55.28336033159134,55.787133251700446,0.2670131487293988,0.0009607414187661774,0.2660737856684881,0.268508254918663,0.5257167839084186,0.003360299313218213,0.5203448994798712,0.5291103315249877
daily_30,diaria,lead_exato,30,TimesNet,5,11;23;42;67;89,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,44.29798364734291,0.3887374575385946,43.73688337900514,44.68486874895552,55.32597871663406,0.26756458048185927,55.05201641312967,55.74331066782521,0.26638679929490516,0.0012979523533150554,0.2651587306629379,0.2683773547633523,0.5320987562561863,0.004956053814354225,0.5237172064824118,0.5369896491494988
daily_30,diaria,cumulativo,30,XGBoost,5,11;23;42;67;89,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,44.000034114197014,0.01565659868272616,43.97624601083914,44.017385800944886,54.87737767840629,0.021790321460835795,54.85386182466535,54.90888981665785,0.264301891899282,9.809727962917464e-05,0.2641835136911568,0.2644342922974803,0.5402257957998897,0.0003451105900455878,0.5398247257662049,0.5406040611222027
daily_30,diaria,lead_exato,30,XGBoost,5,11;23;42;67;89,nenhuma;ensemble_de_cinco_sementes_para_modelos_aprendidos,44.07618644485151,0.0512851610292272,44.01854702107452,44.13681974771896,54.771544458694585,0.06480644948857014,54.68551308740581,54.83983469068185,0.26388319735415433,0.0002752003222494758,0.2635006174293325,0.2641989220754315,0.5457615818050942,0.0010598319385626694,0.5443638423867954,0.5469762437903163
hourly_72_extension,horaria,cumulativo,24,DilatedRNN,1,42,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,50.73403276720437,NA,50.73403276720437,50.73403276720437,101.17738299817913,NA,101.17738299817913,101.17738299817913,0.5049277017271013,NA,0.5049277017271013,0.5049277017271013,0.866510087263155,NA,0.866510087263155,0.866510087263155
hourly_72_extension,horaria,lead_exato,24,DilatedRNN,1,42,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,0.0,NA,0.0,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
hourly_72_extension,horaria,cumulativo,24,LSTM,1,42,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,50.906162611473846,NA,50.906162611473846,50.906162611473846,100.00905075806476,NA,100.00905075806476,100.00905075806476,0.4994941281705687,NA,0.4994941281705687,0.4994941281705687,0.8691003784833706,NA,0.8691003784833706,0.8691003784833706
hourly_72_extension,horaria,lead_exato,24,LSTM,1,42,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,0.0,NA,0.0,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
hourly_72_extension,horaria,cumulativo,24,TimesNet,1,42,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,49.081627899496524,NA,49.081627899496524,49.081627899496524,97.20797691536856,NA,97.20797691536856,97.20797691536856,0.4854129331573377,NA,0.4854129331573377,0.4854129331573377,0.8761548021771521,NA,0.8761548021771521,0.8761548021771521
hourly_72_extension,horaria,lead_exato,24,TimesNet,1,42,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,0.0,NA,0.0,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
hourly_72_extension,horaria,cumulativo,24,XGBoost,1,42,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,48.36606929641259,NA,48.36606929641259,48.36606929641259,96.04566899840329,NA,96.04566899840329,96.04566899840329,0.4795329262301614,NA,0.4795329262301614,0.4795329262301614,0.8791179236574234,NA,0.8791179236574234,0.8791179236574234
hourly_72_extension,horaria,lead_exato,24,XGBoost,1,42,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,0.0,NA,0.0,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
hourly_72_extension,horaria,cumulativo,48,DilatedRNN,1,42,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,52.146529972433385,NA,52.146529972433385,52.146529972433385,103.71306536218302,NA,103.71306536218302,103.71306536218302,0.5173420009705831,NA,0.5173420009705831,0.5173420009705831,0.8600706328588862,NA,0.8600706328588862,0.8600706328588862
hourly_72_extension,horaria,lead_exato,48,DilatedRNN,1,42,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,0.0,NA,0.0,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
hourly_72_extension,horaria,cumulativo,48,LSTM,1,42,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,52.79429803989891,NA,52.79429803989891,52.79429803989891,102.9995834219048,NA,102.9995834219048,102.9995834219048,0.5139418699562366,NA,0.5139418699562366,0.5139418699562366,0.8617705023849995,NA,0.8617705023849995,0.8617705023849995
hourly_72_extension,horaria,lead_exato,48,LSTM,1,42,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,0.0,NA,0.0,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
hourly_72_extension,horaria,cumulativo,48,TimesNet,1,42,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,51.8592855930738,NA,51.8592855930738,51.8592855930738,100.255445002061,NA,100.255445002061,100.255445002061,0.4998970069923702,NA,0.4998970069923702,0.4998970069923702,0.8690858185430365,NA,0.8690858185430365,0.8690858185430365
hourly_72_extension,horaria,lead_exato,48,TimesNet,1,42,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,0.0,NA,0.0,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
hourly_72_extension,horaria,cumulativo,48,XGBoost,1,42,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,49.81454328714592,NA,49.81454328714592,49.81454328714592,98.23011219442954,NA,98.23011219442954,98.23011219442954,0.4901753814042095,NA,0.4901753814042095,0.4901753814042095,0.873849453138156,NA,0.873849453138156,0.873849453138156
hourly_72_extension,horaria,lead_exato,48,XGBoost,1,42,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,0.0,NA,0.0,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
hourly_72_extension,horaria,cumulativo,72,DilatedRNN,1,42,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,52.957992923843335,NA,52.957992923843335,52.957992923843335,104.92877033861905,NA,104.92877033861905,104.92877033861905,0.5230565244634844,NA,0.5230565244634844,0.5230565244634844,0.8571068199328191,NA,0.8571068199328191,0.8571068199328191
hourly_72_extension,horaria,lead_exato,72,DilatedRNN,1,42,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,0.0,NA,0.0,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
hourly_72_extension,horaria,cumulativo,72,LSTM,1,42,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,53.39171561106737,NA,53.39171561106737,53.39171561106737,104.68423984454948,NA,104.68423984454948,104.68423984454948,0.5217285216794213,NA,0.5217285216794213,0.5217285216794213,0.8578288285204113,NA,0.8578288285204113,0.8578288285204113
hourly_72_extension,horaria,lead_exato,72,LSTM,1,42,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,0.0,NA,0.0,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
hourly_72_extension,horaria,cumulativo,72,TimesNet,1,42,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,52.20590000060123,NA,52.20590000060123,52.20590000060123,101.04118734725915,NA,101.04118734725915,101.04118734725915,0.5035045919974223,NA,0.5035045919974223,0.5035045919974223,0.86725163956174,NA,0.86725163956174,0.86725163956174
hourly_72_extension,horaria,lead_exato,72,TimesNet,1,42,extensao_horaria_com_uma_semente_seed_42;sem_variabilidade_entre_sementes,0.0,NA,0.0,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
