data,ghi_real_normalizado,ghi_previsto_xgboost_normalizado,ghi_real_wm2,ghi_previsto_xgboost_wm2
2024-01-31,0.06299212598425197,0.032398444,66.06854838709677,58.076953237190324
2024-02-29,0.4015748031496063,0.1065005,147.78735632183907,76.20018452893623
2024-03-31,0.5039370078740157,0.4224861,173.11693548387098,153.4811728859861
2024-04-30,0.5905511811023622,0.67770875,193.85833333333332,215.9012915987161
2024-05-31,0.8740157480314961,0.66227204,264.4139784946237,212.12591660799842
2024-06-30,0.9448818897637795,0.89723885,280.38194444444446,269.5920409850215
2024-07-31,0.905511811023622,0.91511846,270.79569892473114,273.9648781607869
2024-08-31,0.8267716535433071,0.7406519,251.71774193548387,231.2953782034337
2024-09-30,0.6377952755905512,0.5823694,206.58333333333334,192.58402695586926
2024-10-31,0.48031496062992124,0.33757463,167.65994623655914,132.71427073517955
2024-11-30,0.10236220472440945,0.20292373,75.10833333333333,99.78253338359778
2024-12-31,0.047244094488188976,0.029339748,61.30510752688172,57.32888413369105
