tarefa,resolucao,tipo_horizonte,horizonte,localidade,metrica,valor_timesnet,valor_dilatedrnn,diferenca_timesnet_menos_dilatedrnn,melhor_timesnet,unidade_pareamento
hourly_72_extension,horaria,cumulativo,24,BMW San Luis Potosi,MAE_wm2,64.60529968437429,182.9923730859947,-118.38707340162041,True,localidade
hourly_72_extension,horaria,cumulativo,24,BYD Camacari,MAE_wm2,47.41062009189692,285.86328856527365,-238.45266847337672,True,localidade
hourly_72_extension,horaria,cumulativo,48,BMW San Luis Potosi,MAE_wm2,77.13270514714532,149.95895891067468,-72.82625376352937,True,localidade
hourly_72_extension,horaria,cumulativo,48,BYD Camacari,MAE_wm2,51.81444871151406,260.3760254686899,-208.56157675717583,True,localidade
hourly_72_extension,horaria,cumulativo,72,BMW San Luis Potosi,MAE_wm2,65.74941344429843,158.66562788638598,-92.91621444208755,True,localidade
hourly_72_extension,horaria,cumulativo,72,BYD Camacari,MAE_wm2,50.27274928116067,252.29184451086783,-202.01909522970715,True,localidade
hourly_72_extension,horaria,lead_exato,24,BMW San Luis Potosi,MAE_wm2,0.0,0.0,0.0,False,localidade
hourly_72_extension,horaria,lead_exato,24,BYD Camacari,MAE_wm2,0.0,0.0,0.0,False,localidade
hourly_72_extension,horaria,lead_exato,48,BMW San Luis Potosi,MAE_wm2,0.0,0.0,0.0,False,localidade
hourly_72_extension,horaria,lead_exato,48,BYD Camacari,MAE_wm2,0.0,0.0,0.0,False,localidade
hourly_72_extension,horaria,lead_exato,72,BMW San Luis Potosi,MAE_wm2,0.0,0.0,0.0,False,localidade
hourly_72_extension,horaria,lead_exato,72,BYD Camacari,MAE_wm2,0.0,0.0,0.0,False,localidade
hourly_72_extension,horaria,cumulativo,24,BMW San Luis Potosi,RMSE_wm2,141.10651558773966,316.53742484640566,-175.430909258666,True,localidade
hourly_72_extension,horaria,cumulativo,24,BYD Camacari,RMSE_wm2,73.81326026245334,454.21793786783303,-380.4046776053797,True,localidade
hourly_72_extension,horaria,cumulativo,48,BMW San Luis Potosi,RMSE_wm2,147.6203426622756,275.73989233585644,-128.11954967358085,True,localidade
hourly_72_extension,horaria,cumulativo,48,BYD Camacari,RMSE_wm2,84.32880248546627,422.5997744729881,-338.2709719875218,True,localidade
hourly_72_extension,horaria,cumulativo,72,BMW San Luis Potosi,RMSE_wm2,127.51275395775227,292.580430129987,-165.06767617223474,True,localidade
hourly_72_extension,horaria,cumulativo,72,BYD Camacari,RMSE_wm2,82.34963184008258,409.3054977955648,-326.95586595548224,True,localidade
hourly_72_extension,horaria,lead_exato,24,BMW San Luis Potosi,RMSE_wm2,0.0,0.0,0.0,False,localidade
hourly_72_extension,horaria,lead_exato,24,BYD Camacari,RMSE_wm2,0.0,0.0,0.0,False,localidade
hourly_72_extension,horaria,lead_exato,48,BMW San Luis Potosi,RMSE_wm2,0.0,0.0,0.0,False,localidade
hourly_72_extension,horaria,lead_exato,48,BYD Camacari,RMSE_wm2,0.0,0.0,0.0,False,localidade
hourly_72_extension,horaria,lead_exato,72,BMW San Luis Potosi,RMSE_wm2,0.0,0.0,0.0,False,localidade
hourly_72_extension,horaria,lead_exato,72,BYD Camacari,RMSE_wm2,0.0,0.0,0.0,False,localidade
hourly_72_extension,horaria,cumulativo,24,BMW San Luis Potosi,nRMSE,0.7032616289286163,1.5775928141031534,-0.8743311851745371,True,localidade
hourly_72_extension,horaria,cumulativo,24,BYD Camacari,nRMSE,0.2519343322539294,1.5503053579750643,-1.298371025721135,True,localidade
hourly_72_extension,horaria,cumulativo,48,BMW San Luis Potosi,nRMSE,0.8487992869896057,1.5854713502780438,-0.736672063288438,True,localidade
hourly_72_extension,horaria,cumulativo,48,BYD Camacari,nRMSE,0.3036899804408329,1.521891850250345,-1.218201869809512,True,localidade
hourly_72_extension,horaria,cumulativo,72,BMW San Luis Potosi,nRMSE,0.6478361720539689,1.486472372293948,-0.838636200239979,True,localidade
hourly_72_extension,horaria,cumulativo,72,BYD Camacari,nRMSE,0.29350406701633286,1.4588143938327833,-1.1653103268164504,True,localidade
hourly_72_extension,horaria,lead_exato,24,BMW San Luis Potosi,nRMSE,,,,False,localidade
hourly_72_extension,horaria,lead_exato,24,BYD Camacari,nRMSE,,,,False,localidade
hourly_72_extension,horaria,lead_exato,48,BMW San Luis Potosi,nRMSE,,,,False,localidade
hourly_72_extension,horaria,lead_exato,48,BYD Camacari,nRMSE,,,,False,localidade
hourly_72_extension,horaria,lead_exato,72,BMW San Luis Potosi,nRMSE,,,,False,localidade
hourly_72_extension,horaria,lead_exato,72,BYD Camacari,nRMSE,,,,False,localidade
hourly_72_extension,horaria,cumulativo,24,BMW San Luis Potosi,R2,0.7224661161793513,-0.3965999029592675,1.1190660191386188,True,localidade
hourly_72_extension,horaria,cumulativo,24,BYD Camacari,R2,0.9581506186945122,-0.584706459329867,1.542857078024379,True,localidade
hourly_72_extension,horaria,cumulativo,48,BMW San Luis Potosi,R2,0.6408663982424756,-0.25303391604988223,0.8939003142923578,True,localidade
hourly_72_extension,horaria,cumulativo,48,BYD Camacari,R2,0.9410609664545005,-0.4801634156658545,1.421224382120355,True,localidade
hourly_72_extension,horaria,cumulativo,72,BMW San Luis Potosi,R2,0.7798896827925395,-0.15884058502563492,0.9387302678181744,True,localidade
hourly_72_extension,horaria,cumulativo,72,BYD Camacari,R2,0.944368782374338,-0.3743280106287157,1.3186967930030535,True,localidade
hourly_72_extension,horaria,lead_exato,24,BMW San Luis Potosi,R2,,,,False,localidade
hourly_72_extension,horaria,lead_exato,24,BYD Camacari,R2,,,,False,localidade
hourly_72_extension,horaria,lead_exato,48,BMW San Luis Potosi,R2,,,,False,localidade
hourly_72_extension,horaria,lead_exato,48,BYD Camacari,R2,,,,False,localidade
hourly_72_extension,horaria,lead_exato,72,BMW San Luis Potosi,R2,,,,False,localidade
hourly_72_extension,horaria,lead_exato,72,BYD Camacari,R2,,,,False,localidade
