tarefa,fase,modelo,semente,epoca,mse_treino_normalizado,mse_validacao_normalizado
daily_30,selecao_epocas,LSTM,11,1,0.44050467014312744,0.4667042202419705
daily_30,refit_epocas_fixas,LSTM,11,1,0.38174137473106384,0.38174137473106384
daily_30,selecao_epocas,TimesNet,11,1,0.09133349359035492,0.08444247775607638
daily_30,refit_epocas_fixas,TimesNet,11,1,0.07876531779766083,0.07876531779766083
daily_30,selecao_epocas,DilatedRNN,11,1,0.4139297604560852,0.44073176913791234
daily_30,refit_epocas_fixas,DilatedRNN,11,1,0.35532599687576294,0.35532599687576294
