tarefa,resolucao,tipo_horizonte,horizonte,localidade,metrica,valor_timesnet,valor_dilatedrnn,diferenca_timesnet_menos_dilatedrnn,melhor_timesnet,unidade_pareamento
daily_30,diaria,cumulativo,1,BYD Camacari,MAE_wm2,90.69581828633231,157.7029377262502,-67.0071194399179,True,localidade
daily_30,diaria,cumulativo,1,Tesla Gigafactory Nevada,MAE_wm2,102.39440397409793,88.26956276919519,14.124841204902737,False,localidade
daily_30,diaria,cumulativo,3,BYD Camacari,MAE_wm2,79.52215115095572,198.80197332010135,-119.27982216914563,True,localidade
daily_30,diaria,cumulativo,3,Tesla Gigafactory Nevada,MAE_wm2,114.71450704276256,128.23931858248795,-13.524811539725391,True,localidade
daily_30,diaria,cumulativo,7,BYD Camacari,MAE_wm2,57.54469830560592,200.37388059072322,-142.8291822851173,True,localidade
daily_30,diaria,cumulativo,7,Tesla Gigafactory Nevada,MAE_wm2,116.25470111380015,137.75692966181398,-21.502228548013832,True,localidade
daily_30,diaria,cumulativo,14,BYD Camacari,MAE_wm2,67.28449796819807,204.20464450217523,-136.92014653397717,True,localidade
daily_30,diaria,cumulativo,14,Tesla Gigafactory Nevada,MAE_wm2,116.25678194797415,141.70838207888963,-25.45160013091548,True,localidade
daily_30,diaria,cumulativo,30,BYD Camacari,MAE_wm2,63.09027113371432,209.6076584586682,-146.5173873249539,True,localidade
daily_30,diaria,cumulativo,30,Tesla Gigafactory Nevada,MAE_wm2,114.4064170941952,152.84774814257625,-38.441331048381045,True,localidade
daily_30,diaria,lead_exato,1,BYD Camacari,MAE_wm2,90.69581828633231,157.7029377262502,-67.0071194399179,True,localidade
daily_30,diaria,lead_exato,1,Tesla Gigafactory Nevada,MAE_wm2,102.39440397409793,88.26956276919519,14.124841204902737,False,localidade
daily_30,diaria,lead_exato,3,BYD Camacari,MAE_wm2,77.51060640395474,264.69878996358057,-187.18818355962583,True,localidade
daily_30,diaria,lead_exato,3,Tesla Gigafactory Nevada,MAE_wm2,114.00868509204128,188.36111450195312,-74.35242940991185,True,localidade
daily_30,diaria,lead_exato,7,BYD Camacari,MAE_wm2,65.36698391278621,123.11156464442678,-57.74458073164057,True,localidade
daily_30,diaria,lead_exato,7,Tesla Gigafactory Nevada,MAE_wm2,112.51582644006692,107.21489515785636,5.300931282210556,False,localidade
daily_30,diaria,lead_exato,14,BYD Camacari,MAE_wm2,43.57060638277346,266.7638854980469,-223.1932791152734,True,localidade
daily_30,diaria,lead_exato,14,Tesla Gigafactory Nevada,MAE_wm2,94.7202683912551,170.37500508626303,-75.65473669500793,True,localidade
daily_30,diaria,lead_exato,30,BYD Camacari,MAE_wm2,90.47755050337719,188.17323023862824,-97.69567973525105,True,localidade
daily_30,diaria,lead_exato,30,Tesla Gigafactory Nevada,MAE_wm2,121.88476982426546,137.58119383141477,-15.696424007149304,True,localidade
daily_30,diaria,cumulativo,1,BYD Camacari,RMSE_wm2,90.74633319255366,178.17127727156677,-87.4249440790131,True,localidade
daily_30,diaria,cumulativo,1,Tesla Gigafactory Nevada,RMSE_wm2,135.64191679451437,135.34340057113272,0.29851622338165384,False,localidade
daily_30,diaria,cumulativo,3,BYD Camacari,RMSE_wm2,83.81426036378801,215.967325951395,-132.153065587607,True,localidade
daily_30,diaria,cumulativo,3,Tesla Gigafactory Nevada,RMSE_wm2,136.33962803412473,176.79000254119566,-40.45037450707093,True,localidade
daily_30,diaria,cumulativo,7,BYD Camacari,RMSE_wm2,67.88639053733615,213.78115183922213,-145.89476130188598,True,localidade
daily_30,diaria,cumulativo,7,Tesla Gigafactory Nevada,RMSE_wm2,132.57953464876542,188.00575361482734,-55.426218966061924,True,localidade
daily_30,diaria,cumulativo,14,BYD Camacari,RMSE_wm2,79.01837973054693,220.08759485312683,-141.06921512257992,True,localidade
daily_30,diaria,cumulativo,14,Tesla Gigafactory Nevada,RMSE_wm2,130.66497399880544,190.38534548431696,-59.72037148551152,True,localidade
daily_30,diaria,cumulativo,30,BYD Camacari,RMSE_wm2,75.93937057576092,223.94177077489047,-148.00240019912957,True,localidade
daily_30,diaria,cumulativo,30,Tesla Gigafactory Nevada,RMSE_wm2,131.27315430696268,198.29261686013103,-67.01946255316835,True,localidade
daily_30,diaria,lead_exato,1,BYD Camacari,RMSE_wm2,90.74633319255366,178.17127727156677,-87.4249440790131,True,localidade
daily_30,diaria,lead_exato,1,Tesla Gigafactory Nevada,RMSE_wm2,135.64191679451437,135.34340057113272,0.29851622338165384,False,localidade
daily_30,diaria,lead_exato,3,BYD Camacari,RMSE_wm2,78.1425499455285,274.7491512416566,-196.60660129612808,True,localidade
daily_30,diaria,lead_exato,3,Tesla Gigafactory Nevada,RMSE_wm2,120.95455052675649,229.3348200611845,-108.38026953442801,True,localidade
daily_30,diaria,lead_exato,7,BYD Camacari,RMSE_wm2,70.32891585879938,136.90917902254805,-66.58026316374867,True,localidade
daily_30,diaria,lead_exato,7,Tesla Gigafactory Nevada,RMSE_wm2,130.69265030547209,165.90644386943285,-35.21379356396076,True,localidade
daily_30,diaria,lead_exato,14,BYD Camacari,RMSE_wm2,61.15718375591311,271.3458155018974,-210.18863174598428,True,localidade
daily_30,diaria,lead_exato,14,Tesla Gigafactory Nevada,RMSE_wm2,117.97617544097969,202.3840994121449,-84.40792397116522,True,localidade
daily_30,diaria,lead_exato,30,BYD Camacari,RMSE_wm2,93.31028648015992,207.2896733909005,-113.97938691074059,True,localidade
daily_30,diaria,lead_exato,30,Tesla Gigafactory Nevada,RMSE_wm2,145.35728417814067,164.15833706593503,-18.801052887794356,True,localidade
daily_30,diaria,cumulativo,1,BYD Camacari,nRMSE,0.36529888494282775,0.7172275355527361,-0.35192865060990836,True,localidade
daily_30,diaria,cumulativo,1,Tesla Gigafactory Nevada,nRMSE,0.6645042017114882,0.6630417829444587,0.0014624187670294608,False,localidade
