tarefa,resolucao,tipo_horizonte,horizonte,metrica,N_localidades,diferenca_media,diferenca_mediana,vitorias_timesnet,inferencia
daily_30,diaria,cumulativo,14,RMSE_wm2,2,-100.39479330404572,-100.39479330404572,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,cumulativo,14,nRMSE,2,-0.4418938932676336,-0.4418938932676336,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,cumulativo,30,MAE_wm2,2,-92.47935918666747,-92.47935918666747,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,cumulativo,30,R2,2,5.844372883188115,5.844372883188115,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,cumulativo,30,RMSE_wm2,2,-107.51093137614896,-107.51093137614896,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,cumulativo,30,nRMSE,2,-0.481275563382446,-0.481275563382446,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,lead_exato,1,MAE_wm2,2,-26.441139117507582,-26.441139117507582,1,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,lead_exato,1,R2,2,1.7149847503444757,1.7149847503444757,1,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,lead_exato,1,RMSE_wm2,2,-43.563213927815724,-43.563213927815724,1,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,lead_exato,1,nRMSE,2,-0.17523311592143945,-0.17523311592143945,1,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,lead_exato,3,MAE_wm2,2,-130.77030648476884,-130.77030648476884,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,lead_exato,3,R2,2,7.449103223437933,7.449103223437933,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,lead_exato,3,RMSE_wm2,2,-152.49343541527804,-152.49343541527804,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,lead_exato,3,nRMSE,2,-0.6583184229819203,-0.6583184229819203,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,lead_exato,7,MAE_wm2,2,-26.221824724715006,-26.221824724715006,1,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,lead_exato,7,R2,2,2.2678634270472333,2.2678634270472333,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,lead_exato,7,RMSE_wm2,2,-50.897028363854716,-50.897028363854716,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,lead_exato,7,nRMSE,2,-0.21630033759141068,-0.21630033759141068,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,lead_exato,14,MAE_wm2,2,-149.42400790514068,-149.42400790514068,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,lead_exato,14,R2,2,15.305952950150022,15.305952950150022,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,lead_exato,14,RMSE_wm2,2,-147.29827785857475,-147.29827785857475,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,lead_exato,14,nRMSE,2,-0.6416722268644546,-0.6416722268644546,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,lead_exato,30,MAE_wm2,2,-56.696051871200176,-56.696051871200176,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,lead_exato,30,R2,2,2.6429578054249276,2.6429578054249276,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,lead_exato,30,RMSE_wm2,2,-66.39021989926746,-66.39021989926746,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
daily_30,diaria,lead_exato,30,nRMSE,2,-0.2755507953761044,-0.2755507953761044,2,descritiva_pareada_por_localidade_sem_teste_iid_sobre_janelas_sobrepostas
