data,ghi_real,ghi_real_normalizado,ghi_real_wm2,ghi_previsto_xgboost_normalizado,ghi_previsto_xgboost_wm2,ghi_previsto_mlp_normalizado,ghi_previsto_mlp_wm2
2023-10-26,0.44881889763779526,0.44881889763779526,181.08333333333331,0.35949564,146.86173144976297,0.37910831199674727,154.4420292534095
2023-10-27,0.4566929133858268,0.4566929133858268,184.25,0.39250076,159.61820969978967,0.40940355510540455,166.15114071490552
2023-10-28,0.4645669291338583,0.4645669291338583,186.875,0.4592087,185.40082808832327,0.41031364190911446,166.5028892645394
2023-10-29,0.4566929133858268,0.4566929133858268,184.33333333333331,0.4185006,169.66714943448702,0.44893969434462455,181.43185853086405
2023-10-30,0.44881889763779526,0.44881889763779526,181.25,0.42435256,171.9289297411839,0.45441898086680377,183.54960277168632
2023-10-31,0.4094488188976378,0.4094488188976378,166.0,0.4249197,172.14812865356603,0.45376574921604684,183.29712873866876
2023-11-01,0.33858267716535434,0.33858267716535434,138.70833333333334,0.40573174,164.7319832543532,0.4046851752922327,164.32748691711458
2023-11-02,0.3228346456692913,0.3228346456692913,133.95833333333334,0.39456895,160.41756581763426,0.4046857604976727,164.32771309901716
2023-11-03,0.4015748031496063,0.4015748031496063,163.20833333333334,0.36273837,148.11504701773325,0.3837158914892229,156.22285872725132
2023-11-04,0.3464566929133858,0.3464566929133858,142.5,0.38924018,158.3579944918553,0.3964568724299778,161.14724786085307
2023-11-05,0.15748031496062992,0.15748031496062992,68.95833333333333,0.38963807,158.51177928845087,0.3845791373474811,156.55650325146811
2023-11-06,0.3700787401574803,0.3700787401574803,151.70833333333334,0.2457201,102.88748662422101,0.32592334657212974,133.88604011679482
2023-11-07,0.25984251968503935,0.25984251968503935,107.875,0.35147327,143.76108623544374,0.3470645593475896,142.05711885451004
2023-11-08,0.4015748031496063,0.4015748031496063,162.16666666666666,0.25838602,107.7828618089358,0.2977534405291217,122.99837143117222
2023-11-09,0.3464566929133858,0.3464566929133858,141.91666666666666,0.32383364,133.0783702234427,0.3656103565339619,149.22506946704294
2023-11-10,0.3543307086614173,0.3543307086614173,146.20833333333334,0.33796367,138.53962531189123,0.3613445911628249,147.5763511510985
2023-11-11,0.3543307086614173,0.3543307086614173,146.04166666666666,0.30368897,125.29245480398338,0.3684661848016931,150.32884709252104
2023-11-12,0.2992125984251969,0.2992125984251969,123.125,0.32264423,132.6186629931132,0.3327807346042692,136.5364205912167
2023-11-13,0.3464566929133858,0.3464566929133858,141.83333333333334,0.28264904,117.16052071253459,0.3424976228318032,140.2919978911586
2023-11-14,0.36220472440944884,0.36220472440944884,146.625,0.30505165,125.81913116077583,0.33052389533658777,135.66415221425783
2023-11-15,0.25196850393700787,0.25196850393700787,104.58333333333331,0.31502795,129.67497018973032,0.3571773820903948,145.96572484460424
2023-11-16,0.23622047244094488,0.23622047244094488,99.79166666666669,0.288207,119.30867005387942,0.31930922537414524,131.3296822737738
2023-11-17,0.25984251968503935,0.25984251968503935,107.95833333333331,0.29401937,121.55515366295974,0.29835628424777183,123.23137052843049
2023-11-18,0.13385826771653545,0.13385826771653545,61.04166666666666,0.26791152,111.46447053054969,0.28553448068299736,118.27574345064515
2023-11-19,0.2677165354330709,0.2677165354330709,111.83333333333331,0.22597513,95.25605287651221,0.23171006972254138,97.47260861442892
2023-11-20,0.3464566929133858,0.3464566929133858,140.58333333333334,0.25323755,105.79297799865405,0.26624072533745685,110.81870700959375
2023-11-21,0.31496062992125984,0.31496062992125984,129.875,0.30946428,127.52460927764575,0.3069840148255737,126.56598839675091
2023-11-22,0.2677165354330709,0.2677165354330709,112.33333333333331,0.28413248,117.73387042681377,0.3095678350764759,127.56463492372461
2023-11-23,0.05511811023622047,0.05511811023622047,29.08333333333333,0.28257832,117.13318708042304,0.29353624358508223,121.36842481230096
2023-11-24,0.2755905511811024,0.2755905511811024,113.75,0.21715364,91.84654798607032,0.20876980315581922,88.6061955863908
2023-11-25,0.25196850393700787,0.25196850393700787,106.33333333333331,0.26107207,108.82102149228255,0.2307469862960928,97.10037687010654
2023-11-26,0.33858267716535434,0.33858267716535434,138.25,0.22855178,96.25192778805892,0.24709447533098228,103.41868138209132
2023-11-27,0.33070866141732286,0.33070866141732286,136.79166666666666,0.3015338,124.45947589973609,0.3131341764650699,128.9430258704162
2023-11-28,0.30708661417322836,0.30708661417322836,126.5,0.30413952,125.46659296254317,0.3164229937834516,130.21415376397073
2023-11-29,0.2125984251968504,0.2125984251968504,90.83333333333331,0.2920517,120.79464977482955,0.31060772131261055,127.96655095399065
2023-11-30,0.14960629921259844,0.14960629921259844,65.54166666666667,0.27323407,113.52163446942966,0.22996713935917862,96.79896602898921
2023-12-01,0.1968503937007874,0.1968503937007874,85.25,0.21584477,91.3406684572498,0.2203520345638076,93.0827280255783
2023-12-02,0.18110236220472442,0.18110236220472442,78.25,0.20610881,87.57772115866344,0.21372341527688976,90.52076667118456
2023-12-03,0.14960629921259844,0.14960629921259844,65.625,0.19483481,83.22032207498948,0.2171843817004238,91.85843019388048
2023-12-04,0.29133858267716534,0.29133858267716534,121.0,0.19831735,84.56632203857104,0.20694034671613498,87.89911067245284
2023-12-05,0.25984251968503935,0.25984251968503935,109.29166666666669,0.2283326,96.1672142619888,0.24712896299637732,103.43201086476651
2023-12-06,0.2755905511811024,0.2755905511811024,115.41666666666669,0.2322004,97.66212089608113,0.2500273556965883,104.55223964339805
2023-12-07,0.1732283464566929,0.1732283464566929,74.79166666666667,0.24463803,102.46926362315814,0.25827403395541526,107.73958079043467
2023-12-08,0.29133858267716534,0.29133858267716534,121.625,0.22417039,94.55852116147678,0.22182302284415423,93.65126499593228
2023-12-09,0.2677165354330709,0.2677165354330709,112.08333333333331,0.26005912,108.42951587835948,0.2524748176106172,105.49818367317022
2023-12-10,0.2047244094488189,0.2047244094488189,88.25,0.24839506,103.9213556299607,0.25015871361954756,104.60300948062181
2023-12-11,0.2755905511811024,0.2755905511811024,113.625,0.25431836,106.2107114593188,0.24404740786370305,102.2409898059879
2023-12-12,0.15748031496062992,0.15748031496062992,67.375,0.24591944,102.96452876428764,0.2547082530819265,106.36140648283127
2023-12-13,0.29133858267716534,0.29133858267716534,120.33333333333331,0.20326658,86.47919826457898,0.2154328076445824,91.18144682129777
2023-12-14,0.2125984251968504,0.2125984251968504,90.58333333333331,0.2578578,107.578706185023,0.2484188271072727,103.93054334362758
2023-12-15,0.23622047244094488,0.23622047244094488,98.70833333333331,0.22383833,94.43018094698589,0.23268493174250027,97.84939278514302
2023-12-16,0.28346456692913385,0.28346456692913385,117.45833333333331,0.23352394,98.17366757492225,0.2397101852452967,100.56465326397384
2023-12-17,0.18110236220472442,0.18110236220472442,76.95833333333333,0.2511905,105.00180008510749,0.25296700523671745,105.68841419065797
2023-12-18,0.11023622047244094,0.11023622047244094,50.875,0.20610051,87.57451322923104,0.226085826146728,95.29883847237704
2023-12-19,0.12598425196850394,0.12598425196850394,55.458333333333336,0.20714499,87.97820551941793,0.18809792938991943,80.61651637587053
2023-12-20,0.1732283464566929,0.1732283464566929,74.625,0.19364236,82.75943994770448,0.1883236352479204,80.70375168998791
2023-12-21,0.2204724409448819,0.2204724409448819,92.16666666666669,0.19261616,82.36281431714694,0.19550229714522793,83.47830451329726
2023-12-22,0.2755905511811024,0.2755905511811024,113.41666666666669,0.21114856,89.52558512489001,0.21591701105596633,91.36859143979765
2023-12-23,0.15748031496062992,0.15748031496062992,69.08333333333333,0.22824833,96.13464542726676,0.24571547850465247,102.88569910871485
2023-12-24,0.2047244094488189,0.2047244094488189,86.08333333333333,0.21554495,91.22479136536519,0.21351527040792345,90.44031867932908
2023-12-25,0.23622047244094488,0.23622047244094488,98.20833333333331,0.23510179,98.78350820640723,0.21186285400314397,89.80165973888182
2023-12-26,0.25984251968503935,0.25984251968503935,107.16666666666669,0.21541885,91.17605041960876,0.22484374913353167,94.81877570677666
2023-12-27,0.2125984251968504,0.2125984251968504,90.54166666666669,0.23121168,97.27997990200917,0.2399148066108831,100.64373942177299
2023-12-28,0.23622047244094488,0.23622047244094488,100.375,0.24707338,103.41052886346976,0.23042910434583974,96.97751549633374
2023-12-29,0.2283464566929134,0.2283464566929134,97.625,0.23897652,100.28109291444223,0.23581991746564313,99.06106476713774
2023-12-30,0.11023622047244094,0.11023622047244094,49.708333333333336,0.22801645,96.04502497861783,0.22920578852537804,96.50470393172529
2023-12-31,0.2125984251968504,0.2125984251968504,91.08333333333331,0.2091475,88.75217464814584,0.19381585416847935,82.82649430278394
2024-01-01,0.29133858267716534,0.29133858267716534,119.91666666666669,0.20944494,88.86713601152103,0.21181808130416369,89.78435509072594
2024-01-02,0.11811023622047244,0.11811023622047244,52.333333333333336,0.2296777,96.68710040549438,0.24478448897593913,102.52587165586715
2024-01-03,0.16535433070866143,0.16535433070866143,71.875,0.21395144,90.60889771083991,0.20388620109886635,86.71868339137852
2024-01-04,0.2755905511811024,0.2755905511811024,114.41666666666669,0.18266106,78.51516501108806,0.2027425398447698,86.27665831667021
2024-01-05,0.2992125984251969,0.2992125984251969,124.0,0.22453915,94.70104652891557,0.23201460227652537,97.59031044654373
2024-01-06,0.08661417322834646,0.08661417322834646,41.5,0.2501796,104.61107773582141,0.25457548993290546,106.31009352573463
2024-01-07,0.25196850393700787,0.25196850393700787,104.20833333333331,0.21566752,91.27216159800689,0.20046973672953644,85.39821991263251
2024-01-08,0.16535433070866143,0.16535433070866143,70.54166666666667,0.24493773,102.58510039995114,0.22777527833795919,95.9518117442879
2024-01-09,0.28346456692913385,0.28346456692913385,116.79166666666669,0.18520534,79.49853072563808,0.20483674776618477,87.08606967829708
2024-01-10,0.23622047244094488,0.23622047244094488,100.0,0.23664434,99.37970505903165,0.24167204782784335,101.32291315212812
2024-01-11,0.18110236220472442,0.18110236220472442,76.41666666666667,0.22567965,95.14185174057882,0.23876793335687663,100.20047290909949
2024-01-12,0.09448818897637795,0.09448818897637795,43.333333333333336,0.19792952,84.41642476866643,0.22371867003561607,94.38393263543229
2024-01-13,0.08661417322834646,0.08661417322834646,40.5,0.2067806,87.83736762652795,0.1766995761723824,76.21105285729247
2024-01-14,0.18110236220472442,0.18110236220472442,79.20833333333333,0.15745738,68.7739446113507,0.17344653842899116,74.95375376947176
2024-01-15,0.3228346456692913,0.3228346456692913,133.45833333333334,0.1644357,71.47106455514829,0.1853646531340411,79.56010510297355
2024-01-16,0.16535433070866143,0.16535433070866143,71.04166666666667,0.23387124,98.307899552087,0.2506755288913999,104.80275858319273
2024-01-17,0.3228346456692913,0.3228346456692913,131.91666666666666,0.20706624,87.94776762525241,0.2209865648606848,93.32797398532135
2024-01-18,0.23622047244094488,0.23622047244094488,99.25,0.28699806,118.84141814212005,0.26499600817092545,110.33762382472936
2024-01-19,0.1968503937007874,0.1968503937007874,84.29166666666667,0.23918492,100.36163670818011,0.23679058161979838,99.43622646271875
2024-01-20,0.2283464566929134,0.2283464566929134,96.83333333333331,0.23292091,97.9406002710263,0.21708910571172058,91.82160602424668
2024-01-21,0.2283464566929134,0.2283464566929134,96.375,0.23179689,97.50616484383742,0.2262354923724068,95.3566844686019
2024-01-22,0.14173228346456693,0.14173228346456693,63.375,0.22785923,95.98425861696403,0.23252732754954558,97.78847876456604
2024-01-23,0.28346456692913385,0.28346456692913385,118.375,0.20254377,86.1998319576184,0.20024459757901825,85.31120363095722
2024-01-24,0.1889763779527559,0.1889763779527559,80.875,0.23052849,97.01592757056157,0.24401364534006387,102.22794059060135
2024-01-25,0.2992125984251969,0.2992125984251969,124.25,0.20999976,89.08157198379438,0.21973807280295288,92.84543180500796
2024-01-26,0.14960629921259844,0.14960629921259844,66.66666666666667,0.26289904,109.52714608112971,0.2554417978515915,106.64492153630678
2024-01-27,0.2677165354330709,0.2677165354330709,110.04166666666669,0.21061604,89.31976506362359,0.21217203139890023,89.92115680234161
2024-01-28,0.2755905511811024,0.2755905511811024,113.25,0.2475503,103.59485522160928,0.23926571943427388,100.39286722801353
2024-01-29,0.36220472440944884,0.36220472440944884,149.0,0.23843417,100.07147171596687,0.24466425174586698,102.47939996644426
2024-01-30,0.28346456692913385,0.28346456692913385,118.91666666666669,0.3016673,124.51107921699683,0.3062976525403695,126.30070937351948
2024-01-31,0.2125984251968504,0.2125984251968504,88.625,0.26764593,111.36181678871314,0.27438865971531445,113.96788364663571
2024-02-01,0.2125984251968504,0.2125984251968504,89.66666666666667,0.2701759,112.3396535764138,0.2575455966874396,107.45803978636208
2024-02-02,0.2677165354330709,0.2677165354330709,111.91666666666669,0.24733499,103.51163911322753,0.22211011248682466,93.7622251428244
