data,ghi_real_wm2,ghi_previsto_normalizado,ghi_previsto_wm2
2024-01-31,42.969086021505376,0.15421525414204063,78.14913580917153
2024-02-29,114.36637931034483,0.3341930594203317,127.24854865004633
2024-03-31,134.98387096774192,0.4451198759923439,157.51028872167157
2024-04-30,204.275,0.5990921471237931,199.51517979499337
2024-05-31,249.9543010752688,0.8014652199765829,254.72420424393243
2024-06-30,248.35,0.8762059286609459,275.11407901787345
2024-07-31,255.46505376344084,0.8191470378604367,259.54794834234553
2024-08-31,228.71236559139783,0.6460020645025978,212.31258776511422
2024-09-30,188.0097222222222,0.44141468445552107,156.49948225784297
2024-10-31,146.7271505376344,0.2787288194433405,112.11745172215129
2024-11-30,64.27777777777777,0.19132685958157422,88.2734843856296
2024-12-31,45.26478494623656,0.04213808216164969,47.57356940200239
