data,ghi_real_wm2,ghi_previsto_normalizado,ghi_previsto_wm2
2024-01-31,42.969086021505376,0.4827869,167.78615833322206
2024-02-29,114.36637931034483,0.48612353,168.6964204448659
2024-03-31,134.98387096774192,0.4854531,168.51352084355167
2024-04-30,204.275,0.4843159,168.20328422428832
2024-05-31,249.9543010752688,0.48033714,167.11784631206143
2024-06-30,248.35,0.4757344,165.862183962036
2024-07-31,255.46505376344084,0.47252527,164.9867033446321
2024-08-31,228.71236559139783,0.4696502,164.2023635758561
2024-09-30,188.0097222222222,0.46867356,163.9359249718968
2024-10-31,146.7271505376344,0.46944228,164.14563835722305
2024-11-30,64.27777777777777,0.4715197,164.71237833361045
2024-12-31,45.26478494623656,0.47708118,166.22959296734317
