data,ghi_real,ghi_real_normalizado,ghi_real_wm2,ghi_previsto_dilatedrnn_normalizado,ghi_previsto_dilatedrnn_wm2,ghi_previsto_deepar_exp_normalizado,ghi_previsto_deepar_exp_wm2,ghi_previsto_deepnpts_aprox_normalizado,ghi_previsto_deepnpts_aprox_wm2
2023-10-26,0.08661417322834646,0.08661417322834646,41.583333333333336,0.30620027,121.02343082427979,0.25082135,100.7178290685018,0.29779804,117.9426137606303
2023-10-27,0.2677165354330709,0.2677165354330709,105.54166666666669,0.2666576,106.52444998423259,0.23313512,94.2328769961993,0.32242125,126.97112600008647
2023-10-28,0.1968503937007874,0.1968503937007874,79.58333333333333,0.30134898,119.2446275552114,0.2431807,97.91625926891963,0.26202977,104.82758124669394
2023-10-29,0.03937007874015748,0.03937007874015748,22.375,0.26964408,107.6194965839386,0.26337603,105.32121002674103,0.29777253,117.93325980504355
2023-10-30,0.36220472440944884,0.36220472440944884,141.08333333333334,0.22893012,92.69104242324829,0.23411706,94.59292232990265,0.22964211,92.95210629701614
2023-10-31,0.15748031496062992,0.15748031496062992,67.20833333333333,0.29239732,115.96235076586406,0.23253773,94.01383489370346,0.31261683,123.37616920471191
2023-11-01,0.3543307086614173,0.3543307086614173,138.0,0.2567693,102.89874315261841,0.20821968,85.09721497694652,0.21110635,86.15565985441208
2023-11-02,0.3937007874015748,0.3937007874015748,154.41666666666666,0.2918711,115.76940357685089,0.27311322,108.89151434103648,0.34250098,134.33369437853497
2023-11-03,0.2283464566929134,0.2283464566929134,93.70833333333331,0.31762117,125.21109620730083,0.3191302,125.7644110918045,0.3165676,124.82478658358256
2023-11-04,0.3700787401574803,0.3700787401574803,144.625,0.27801132,110.68748474121094,0.31941366,125.86834271748862,0.16184497,68.09315522511801
2023-11-05,0.3700787401574803,0.3700787401574803,143.75,0.31956097,125.92235743999481,0.30063558,118.98304462432861,0.33241075,130.6339426835378
2023-11-06,0.13385826771653545,0.13385826771653545,57.25,0.32311055,127.22386856873831,0.36028856,140.85580547650656,0.2881955,114.4216799736023
2023-11-07,0.33858267716535434,0.33858267716535434,132.66666666666666,0.28245285,112.31604556242625,0.28885332,114.66288308302562,0.20001337,82.08823541800182
2023-11-08,0.28346456692913385,0.28346456692913385,114.125,0.30416098,120.27569353580475,0.31817272,125.41333178679149,0.2725209,108.67432991663615
2023-11-09,0.3464566929133858,0.3464566929133858,135.20833333333334,0.28726745,114.08139705657959,0.30447438,120.39060731728873,0.29293168,116.15828116734824
2023-11-10,0.3779527559055118,0.3779527559055118,147.04166666666666,0.29476112,116.82907780011496,0.3281519,129.07236754894257,0.27404156,109.23190653324127
2023-11-11,0.33858267716535434,0.33858267716535434,134.29166666666666,0.31347334,123.69022607803345,0.37031037,144.53046758969626,0.2812064,111.8590130408605
2023-11-12,0.36220472440944884,0.36220472440944884,141.20833333333334,0.29807422,118.04387907187144,0.38408625,149.58162546157837,0.26091987,104.420618613561
2023-11-13,0.36220472440944884,0.36220472440944884,141.83333333333334,0.319034,125.72913706302643,0.3444941,135.06450494130453,0.23075311,93.35947324832281
2023-11-14,0.36220472440944884,0.36220472440944884,143.0,0.3195535,125.91961463292441,0.3836785,149.43211515744528,0.25714323,103.0358507235845
2023-11-15,0.33858267716535434,0.33858267716535434,134.20833333333334,0.32178757,126.73877418041229,0.37995338,148.06624094645184,0.22552389,91.44209265708923
2023-11-16,0.25196850393700787,0.25196850393700787,100.54166666666669,0.3161571,124.67427094777426,0.38597998,150.27599275112152,0.24978535,100.33796121676764
2023-11-17,0.31496062992125984,0.31496062992125984,124.54166666666669,0.28687778,113.93851975599925,0.35586837,139.23506875832877,0.23616269,95.34298717975616
2023-11-18,0.33858267716535434,0.33858267716535434,132.04166666666666,0.296654,117.52312819163005,0.33524075,131.6716088851293,0.2705282,107.9436723391215
2023-11-19,0.2992125984251969,0.2992125984251969,118.33333333333331,0.308705,121.9418340921402,0.34223008,134.23436323801678,0.27151692,108.30620368321738
2023-11-20,0.07874015748031496,0.07874015748031496,37.0,0.29278308,116.10379656155905,0.3525038,138.00139566262564,0.2506903,100.6697807709376
2023-11-21,0.023622047244094488,0.023622047244094488,17.916666666666668,0.2526085,101.3731195529302,0.28199017,112.1463958422343,0.19052996,78.61098438501358
2023-11-22,0.10236220472440945,0.10236220472440945,47.458333333333336,0.22448371,91.06069495280585,0.21003832,85.76405038436255,0.23355596,94.38718448082606
2023-11-23,0.31496062992125984,0.31496062992125984,123.29166666666669,0.20869704,85.27224649985632,0.17286779,72.1348562836647,0.18287477,75.80408195654552
2023-11-24,0.2047244094488189,0.2047244094488189,84.20833333333333,0.2661459,106.33683542410533,0.21651544,88.138993481795,0.224847,91.19390139977138
2023-11-25,0.2283464566929134,0.2283464566929134,93.16666666666669,0.23781888,95.95025668541591,0.25222307,101.23179395993552,0.17235401,71.94647133350372
2023-11-26,0.023622047244094488,0.023622047244094488,17.875,0.23312396,94.2287846406301,0.27025738,107.84437398115794,0.20931482,85.49876848856609
2023-11-27,0.2755905511811024,0.2755905511811024,109.125,0.21283185,86.78834676742554,0.18660523,77.17191765705745,0.12077284,53.03337415059408
2023-11-28,0.3228346456692913,0.3228346456692913,127.0,0.24710588,99.3554899096489,0.1943252,80.00257104635239,0.23914011,96.4347063501676
2023-11-29,0.30708661417322836,0.30708661417322836,122.70833333333331,0.27968264,111.30029996236166,0.2252221,91.3314351439476,0.23746805,95.82161794106166
2023-11-30,0.2440944881889764,0.2440944881889764,99.29166666666669,0.26769605,106.90521935621898,0.32045922,126.2517128388087,0.24681388,99.24842208623886
2023-12-01,0.09448818897637795,0.09448818897637795,42.458333333333336,0.2570102,102.98707028230032,0.29117158,115.51291286945343,0.17072104,71.34771436452866
2023-12-02,0.05511811023622047,0.05511811023622047,30.20833333333333,0.23270153,94.07389253377914,0.24002036,96.75746699174246,0.17927408,74.4838301340739
2023-12-03,0.07874015748031496,0.07874015748031496,38.125,0.22157143,89.99285787343979,0.17548402,73.09413939714432,0.14888881,63.34256420532863
2023-12-04,0.047244094488188976,0.047244094488188976,24.875,0.20258594,83.03150971730551,0.17700882,73.65323493878047,0.18530267,76.69431408246359
2023-12-05,0.06299212598425197,0.06299212598425197,32.25,0.1898108,78.34729244311652,0.17320293,72.257741689682,0.14477551,61.83435360590617
2023-12-06,0.11811023622047244,0.11811023622047244,52.333333333333336,0.18286076,75.79894602298737,0.17041524,71.23558710018794,0.13136755,56.91810141007106
2023-12-07,0.2677165354330709,0.2677165354330709,107.25,0.18473934,76.48775666952133,0.1690451,70.73320537805557,0.1299328,56.39202882846197
2023-12-08,0.1889763779527559,0.1889763779527559,76.75,0.21573551,87.85302033027014,0.18536466,76.71704332033794,0.17280965,72.1135366956393
2023-12-09,0.2125984251968504,0.2125984251968504,86.20833333333333,0.21125259,86.20928118626277,0.20020545,82.15866327285767,0.1262239,55.032099187374115
2023-12-10,0.015748031496062992,0.015748031496062992,15.75,0.21355014,87.05171634753546,0.21844196,88.84538650512695,0.16648945,69.79613244533539
2023-12-11,0.2755905511811024,0.2755905511811024,110.16666666666669,0.19438516,80.02455721298854,0.1755917,73.1336259841919,0.08348876,39.36254620552063
2023-12-12,0.2755905511811024,0.2755905511811024,109.125,0.22536644,91.38436257839203,0.19146012,78.95204315582912,0.2202998,89.52659159898758
2023-12-13,0.2677165354330709,0.2677165354330709,108.04166666666669,0.23843803,96.17727587620418,0.2114125,86.26791824897131,0.17598568,73.27808231115341
