data,ghi_real_wm2,ghi_previsto_normalizado,ghi_previsto_wm2
2024-01-31,41.924731182795696,0.12426984632355442,69.36931405090331
2024-02-29,114.98132183908045,0.2851853479447707,112.86426226633064
2024-03-31,135.19220430107526,0.41663432890833313,148.39450368110198
2024-04-30,201.80972222222223,0.5644358213730362,188.34477693723392
2024-05-31,252.0793010752688,0.7746439191140362,245.16335708391384
2024-06-30,250.30694444444444,0.8733215792187423,271.83561471622545
2024-07-31,255.49193548387098,0.8258321888464292,258.99938356251016
2024-08-31,227.54973118279568,0.7298123841464486,233.04553579144834
2024-09-30,189.1625,0.5370988724875141,180.95568661240966
2024-10-31,147.20833333333331,0.30213384351207173,117.44538670494696
2024-11-30,66.01666666666667,0.12362927701028537,69.19617020317996
2024-12-31,43.62231182795699,0.03457746138379647,45.12574771348471
