data,ghi_real_normalizado,ghi_previsto_vizinhoshistoricos_normalizado,ghi_real_wm2,ghi_previsto_vizinhoshistoricos_wm2
2024-01-31,0.06507438407131194,0.14496879845766153,66.06854838709677,85.6084241077346
2024-02-29,0.39920528631656377,0.2977672772098096,147.78735632183907,122.97853700050293
2024-03-31,0.5027725721445804,0.440650936340392,173.11693548387098,157.92377019816408
2024-04-30,0.5875797561015821,0.6486164920416273,193.85833333333332,208.78616331772386
2024-05-31,0.8760668494897258,0.7812516736058216,264.4139784946237,241.22491368412489
2024-06-30,0.9413564811507228,0.8797328746327648,280.38194444444446,265.3105827971136
2024-07-31,0.9021603530426847,0.8546694519354916,270.79569892473114,259.1807905156371
2024-08-31,0.824154626540852,0.7537700245137613,251.71774193548387,234.50369278299533
2024-09-30,0.6396095866696709,0.5555907557624777,206.58333333333334,186.03474396410783
2024-10-31,0.4804600985925555,0.35047969388409417,167.65994623655914,135.87047792855333
2024-11-30,0.10203615060370078,0.16648280238142674,75.10833333333333,90.87013065070806
2024-12-31,0.04559768301998778,0.08688445126258897,61.30510752688172,71.40266348950531
