data,ghi_real_normalizado,ghi_previsto_persistencia_normalizado,ghi_real_wm2,ghi_previsto_persistencia_wm2
2024-01-31,0.06507438407131194,0.01985590318804577,66.06854838709677,55.009408602150536
2024-02-29,0.39920528631656377,0.06507438407131194,147.78735632183907,66.06854838709677
2024-03-31,0.5027725721445804,0.39920528631656377,173.11693548387098,147.78735632183907
2024-04-30,0.5875797561015821,0.5027725721445804,193.85833333333332,173.11693548387098
2024-05-31,0.8760668494897258,0.5875797561015821,264.4139784946237,193.85833333333332
2024-06-30,0.9413564811507228,0.8760668494897258,280.38194444444446,264.4139784946237
2024-07-31,0.9021603530426847,0.9413564811507228,270.79569892473114,280.38194444444446
2024-08-31,0.824154626540852,0.9021603530426847,251.71774193548387,270.79569892473114
2024-09-30,0.6396095866696709,0.824154626540852,206.58333333333334,251.71774193548387
2024-10-31,0.4804600985925555,0.6396095866696709,167.65994623655914,206.58333333333334
2024-11-30,0.10203615060370078,0.4804600985925555,75.10833333333333,167.65994623655914
2024-12-31,0.04559768301998778,0.10203615060370078,61.30510752688172,75.10833333333333
