data,ghi_real,ghi_real_normalizado,ghi_real_wm2,ghi_previsto_xgboost_normalizado,ghi_previsto_xgboost_wm2,ghi_previsto_mlp_normalizado,ghi_previsto_mlp_wm2,ghi_previsto_rnn_normalizado,ghi_previsto_rnn_wm2,ghi_previsto_lstm_normalizado,ghi_previsto_lstm_wm2,ghi_previsto_vizinhoshistoricos_normalizado,ghi_previsto_vizinhoshistoricos_wm2,ghi_previsto_persistencia_normalizado,ghi_previsto_persistencia_wm2,ghi_previsto_sazonalingenuo_normalizado,ghi_previsto_sazonalingenuo_wm2,ghi_previsto_climatologia_normalizado,ghi_previsto_climatologia_wm2
2024-01-31,0.06507438407131194,0.06507438407131194,66.06854838709677,0.1334415,82.7891767370084,0.1084771542973471,76.6836175713704,0.2723137,116.75332757814598,0.49167728,170.4033472012448,0.14496879845766153,85.6084241077346,0.01985590318804577,55.009408602150536,0.0,50.153225806451616,0.09308313319887228,72.91868279569893
2024-02-29,0.39920528631656377,0.39920528631656377,147.78735632183907,0.27622983,117.71109656072272,0.24647770943230243,110.43458398657418,0.3573108,137.5411704250321,0.49091086,170.21590136724615,0.2977672772098096,122.97853700050293,0.06507438407131194,66.06854838709677,0.279072163815323,118.40625,0.3016173054378593,123.92014316502463
2024-03-31,0.5027725721445804,0.5027725721445804,173.11693548387098,0.44148612,158.12803215333213,0.39849446216104906,147.61350917914874,0.46162447,163.05329407555283,0.49417576,171.01440298120662,0.440650936340392,157.92377019816408,0.39920528631656377,147.78735632183907,0.34937706431597976,135.6008064516129,0.37067558432850983,140.80981182795696
2024-04-30,0.5875797561015821,0.5875797561015821,193.85833333333332,0.6659629,213.02858962062547,0.664122990126206,212.5786067289712,0.52055275,177.46545664485427,0.49713826,171.73894523452688,0.6486164920416273,208.78616331772386,0.5027725721445804,173.11693548387098,0.6853245109299976,217.76388888888886,0.639413665565698,206.53541666666666
2024-05-31,0.8760668494897258,0.8760668494897258,264.4139784946237,0.7817815,241.35449266409682,0.7572516351600461,235.3551946039747,0.522091,177.84166029520253,0.49947795,172.31116633690016,0.7812516736058216,241.22491368412489,0.5875797561015821,193.85833333333332,0.8965602519221151,269.4260752688172,0.7460472299009128,232.61491935483872
2024-06-30,0.9413564811507228,0.9413564811507228,280.38194444444446,0.8839253,266.33593403123405,0.8981830887833001,269.822974486691,0.52119976,177.62369629396227,0.5025459,173.0614963322077,0.8797328746327648,265.3105827971136,0.8760668494897258,264.4139784946237,0.9698814581146509,287.35833333333335,0.9439148132475274,281.0076388888889
2024-07-31,0.9021603530426847,0.9021603530426847,270.79569892473114,0.8697692,262.87375838285493,0.906025413777532,271.7409816080289,0.52097887,177.56967177626586,0.5045402,173.54924763755133,0.8546694519354916,259.1807905156371,0.9413564811507228,280.38194444444446,0.9582437994954961,284.51209677419354,0.8928259352278783,268.5127688172043
2024-08-31,0.824154626540852,0.824154626540852,251.71774193548387,0.7458253,232.56063940512237,0.7537215106308947,234.49182768267235,0.5211111,177.60200485242632,0.5051423,173.6964957900746,0.7537700245137613,234.50369278299533,0.9021603530426847,270.79569892473114,0.754727661421953,234.73790322580646,0.7953764817735667,244.67943548387095
2024-09-30,0.6396095866696709,0.6396095866696709,206.58333333333334,0.59401524,195.43226775190524,0.5656220633862665,188.48811327396297,0.50177795,172.87367876987625,0.50462675,173.5704142861469,0.5555907557624777,186.03474396410783,0.824154626540852,251.71774193548387,0.5758699208438437,190.99444444444444,0.6034749204499864,197.7458333333333
2024-10-31,0.4804600985925555,0.4804600985925555,167.65994623655914,0.3275606,130.26512768151622,0.3287858645642087,130.564791266086,0.42925254,155.13604911316628,0.50274205,173.10947115350797,0.35047969388409417,135.87047792855333,0.6396095866696709,206.58333333333334,0.30526321574403303,124.81182795698925,0.3136015409895526,126.85114247311827
2024-11-30,0.10203615060370078,0.10203615060370078,75.10833333333333,0.2203734,104.05022246272415,0.18982249529614484,96.57834820777126,0.31452355,127.0766388403392,0.49996504,172.43029433436772,0.16648280238142674,90.87013065070806,0.4804600985925555,167.65994623655914,0.2460410014600198,110.32777777777778,0.1937542019077348,97.53993055555556
2024-12-31,0.04559768301998778,0.04559768301998778,61.30510752688172,0.062022317,65.32210061853873,0.051504619494366154,62.74977428469673,0.25971588,113.67226093634963,0.4947139,171.14601667738089,0.08688445126258897,71.40266348950531,0.10203615060370078,75.10833333333333,0.01985590318804577,55.009408602150536,0.04937459125856637,62.22883064516129
