data,ghi_real_normalizado,ghi_previsto_rnn_normalizado,ghi_real_wm2,ghi_previsto_rnn_wm2
2024-01-31,0.06507438407131194,0.2723137,66.06854838709677,116.75332757814598
2024-02-29,0.39920528631656377,0.3573108,147.78735632183907,137.5411704250321
2024-03-31,0.5027725721445804,0.46162447,173.11693548387098,163.05329407555283
2024-04-30,0.5875797561015821,0.52055275,193.85833333333332,177.46545664485427
2024-05-31,0.8760668494897258,0.522091,264.4139784946237,177.84166029520253
2024-06-30,0.9413564811507228,0.52119976,280.38194444444446,177.62369629396227
2024-07-31,0.9021603530426847,0.52097887,270.79569892473114,177.56967177626586
2024-08-31,0.824154626540852,0.5211111,251.71774193548387,177.60200485242632
2024-09-30,0.6396095866696709,0.50177795,206.58333333333334,172.87367876987625
2024-10-31,0.4804600985925555,0.42925254,167.65994623655914,155.13604911316628
2024-11-30,0.10203615060370078,0.31452355,75.10833333333333,127.0766388403392
2024-12-31,0.04559768301998778,0.25971588,61.30510752688172,113.67226093634963
