data,ghi_real_normalizado,ghi_previsto_deepar_exp_normalizado,ghi_real_wm2,ghi_previsto_deepar_exp_wm2
2024-01-31,0.12598425196850394,0.47017667,133.8051075268817,206.57720014637198
2024-02-29,0.2440944881889764,0.47017333,158.33908045977012,206.57648867072277
2024-03-31,0.3858267716535433,0.47097805,188.81854838709677,206.74801782678855
2024-04-30,0.5196850393700787,0.47181997,216.54722222222225,206.92747485437383
2024-05-31,0.5826771653543307,0.4729535,229.73655913978493,207.1690907143457
2024-06-30,0.8976377952755905,0.47414547,297.1555555555555,207.42316375063956
2024-07-31,0.7637795275590551,0.47607255,269.8413978494624,207.83392659374465
2024-08-31,0.8503937007874016,0.4768565,286.88440860215053,208.00102808438643
2024-09-30,0.6377952755905512,0.4775027,242.84305555555554,208.13876849957694
2024-10-31,0.5118110236220472,0.47646812,215.73655913978493,207.91824281063452
2024-11-30,0.2125984251968504,0.47518888,151.6361111111111,207.64556976808336
2024-12-31,0.03937007874015748,0.47308826,115.30107526881721,207.19781654368165
